Topic,Count,Name,Representation,Representative_Docs
115,16,115_shares_shares common_common stock_common,"['shares', 'shares common', 'common stock', 'common', 'additional shares', 'rule144', 'securities', 'stock', 'issue additional', 'convertible', 'issue', 'public market']","['We continue to actively seek to expand our business through complementary or strategic acquisitions, and we may issue additional shares of common stock in connection with those acquisitions.', 'We may also issue additional shares of common stock or convertible securities.', 'We may also sell or issue additional shares of common stock or equity or debt securities convertible into common stock in public or private offerings or in connection with acquisitions.']"
116,16,116_pipelines facilities_facilities_party transportation_party,"['pipelines facilities', 'facilities', 'party transportation', 'party', 'unavailable', 'insufficient', 'pipelines', 'deliver', 'lack', 'capacity', 'facilities production', 'facilities midstream']","['These pipelines, plants and other midstream facilities may become unavailable because of testing, turnarounds, line repair, maintenance, reduced operating pressure, lack of operating capacity, regulatory requirements and curtailments of receipt or deliveries due to insufficient capacity or because of damage from severe weather conditions or other operational issues.', 'Insufficient production from our wells to support the construction of pipeline facilities by our purchasers or a significant disruption in the availability of our or third party transportation facilities or other production facilities could adversely impact our ability to deliver to market or produce our oil and natural gas and thereby cause a significant interruption in our operations.', 'Insufficient production from our wells to support the construction of pipeline facilities by third parties or a significant disruption in the availability of our or third-party transportation facilities or other production facilities could adversely impact our ability to deliver to market or produce our oil, NGL and natural gas and thereby cause a significant interruption in our operations.']"
117,16,117_tax_income tax_deduction_tax act,"['tax', 'income tax', 'deduction', 'tax act', 'deductions', 'intangible drilling', 'percentage depletion', 'allowance', 'elimination', 'amortization', 'income', 'tax cuts']","['Among other changes, the Tax Act (i) reduces the maximum US. corporate income tax rate from 35% to 21%, (ii) preserves long-standing upstream oil and gas tax provisions such as immediate deduction of intangible drilling, (iii) allows for immediate expensing of capital expenditures for tangible personal property for a period of time, (iv) modifies the provisions related to the limitations on deductions for executive compensation of publicly traded corporations and (v) enacts new limitations regarding the deductibility of interest expense.', 'In addition, from time to time, legislation has been proposed that, if enacted into law, would make significant changes to US. federal and state income tax laws affecting the oil and gas industry, including (i) eliminating the immediate deduction for 39Table of Contentsintangible drilling and development costs, (ii) the repeal of the percentage depletion allowance for oil and natural gas properties; and (iii) an extension of the amortization period for certain geological and geophysical expenditures.', 'In addition, from time to time, legislation has been proposed that, if enacted into law, would make significant changes to US. federal and state income tax laws, including (i) the elimination of the immediate deduction for intangible drilling and development costs, (ii) the repeal of the percentage depletion allowance for oil and natural gas properties and (iii) an extension of the amortization period for certain geological and geophysical expenditures.']"
118,16,118_dispose produced_wells_water gathered_gathered,"['dispose produced', 'wells', 'water gathered', 'gathered', 'dispose', 'production activities', 'produced water', 'disposal wells', 'water', 'regulatory initiatives', 'drilling production', 'wells material']","['The adoption and implementation of any new laws or regulations that restrict our ability to use hydraulic fracturing or dispose of produced water gathered from our drilling and production activities by owned disposal wells, could have a material adverse effect on our business, financial condition and results of operations.', 'The adoption and implementation of any new laws or regulations that restrict our ability to use hydraulic fracturing or dispose of produced water gathered from our drilling and production activities by owned disposal wells could have a material adverse effect on our business, financial condition and results of operations.', 'Legislation or regulatory initiatives intended to address seismic activity could restrict our drilling and production activities, as well as our ability to dispose of produced water gathered from such activities, which could have a material adverse effect on our business.']"
119,16,119_drilling completing_completing operating_completing_cost drilling,"['drilling completing', 'completing operating', 'completing', 'cost drilling', 'operating wells', 'uncertain', 'drilling', 'uncertain drilling', 'seismic', 'advanced technologies', 'costs planning', 'exceeded']","['In sum, the cost of drilling, completing and operating any well is often uncertain, and new wells may not be productive.', 'Our cost of drilling, completing, equipping and operating wells is often uncertain before drilling commences.', 'Our cost of drilling, completing and operating wells is often uncertain before drilling commences.']"
120,16,120_compete successfully_competitive_compete_raising additional,"['compete successfully', 'competitive', 'compete', 'raising additional', 'attracting retaining', 'attracting', 'raising', 'retaining', 'prospective', 'developing', 'cost competitive', 'timely cost']","['We may not be able to compete successfully in the future in acquiring prospective reserves, developing reserves, marketing hydrocarbons, attracting and retaining qualified personnel and raising additional capital, which could have a material adverse effect on our business.', 'We may not be able to compete successfully in the future in acquiring prospective reserves, developing reserves, marketing hydrocarbons, attracting and retaining quality personnel and raising additional capital, which could have a material adverse effect on our business.', 'We may not be able to compete successfully in the future in acquiring prospective reserves, developing reserves, developing midstream assets, marketing hydrocarbons, attracting and retaining quality personnel and raising additional capital, which could have a material adverse effect on our business, financial condition, results of operations and cash flows.']"
121,16,121_management_management technical_large extent_technical,"['management', 'management technical', 'large extent', 'technical', 'executive', 'senior management', 'team', 'personnel', 'chairman', 'technical personnel', 'members', 'board']","['We depend to a large extent on the efforts and continued employment of our executive management team and other key personnel.', 'To a large extent, we depend on the services of our senior management and technical personnel.', 'Our performance and success are dependent to a large extent on the efforts and continued employment of our management and technical personnel, including our Chairman and Chief Executive Officer, Joseph Wm.']"
122,15,122_note_consolidated financial_financial statements_consolidated,"['note', 'consolidated financial', 'financial statements', 'consolidated', 'statements', 'additional information', 'included annual', 'annual report', 'included', 'report', 'annual', 'information']","['d to our consolidated financial statements included elsewhere in this Annual Report.', 'See Note 12 to our consolidated financial statements included elsewhere in this Annual Report for additional information.', 'See Note 12 to our consolidated financial statements included elsewhere in this Annual Report for additional information.']"
123,15,123_proceedings_course_involved_course business,"['proceedings', 'course', 'involved', 'course business', 'legal proceedings', 'legal', 'involved various', 'regulatory proceedings', 'ordinary course', 'ordinary', 'matters', 'time time']","['Oil and gas companies, such as us, can be involved in various legal proceedings, such as title or contractual disputes, in the ordinary course of business.', 'Like other similarly-situated oil and gas companies, we are from time to time involved in various legal, governmental and regulatory proceedings in the ordinary course of business including, but not limited to, commercial disputes, claims from royalty and surface owners, property damage claims, personal injury claims, regulatory compliance matters, disputes with tax authorities and other matters.', 'Like many oil and natural gas companies, we are from time to time involved in various legal and other proceedings, such as title, royalty or contractual disputes, regulatory compliance matters and personal injury or property damage matters, in the ordinary course of our business.']"
124,15,124_operating expenses_expenses_taxes_availability funds,"['operating expenses', 'expenses', 'taxes', 'availability funds', 'taxes availability', 'prices drilling', 'expenditures operating', 'assumptions', 'development expenditures', 'drilling operating', 'economic assumptions', 'vary estimates']","['Actual future production, oil and natural gas prices, revenues, taxes, development expenditures, operating expenses and quantities of recoverable oil and natural gas reserves will vary from our estimates.', 'The process also requires economic assumptions about matters such as crude oil and natural gas prices, drilling and operating expenses, capital expenditures, taxes and availability of funds.', 'The process also requires economic assumptions about matters such as oil and natural gas prices, drilling and operating expenses, capital expenditures, taxes and availability of funds.']"
125,15,125_emissions_allowances_comply new_emissions allowances,"['emissions', 'allowances', 'comply new', 'emissions allowances', 'emissions control', 'costs costs', 'new regulatory', 'control systems', 'ghg emissions', 'purchase', 'incur increased', 'ghg']","['The adoption and implementation of any international, federal or state legislation, regulations or other regulatory initiatives imposing reporting obligations on, or limiting emissions of GHGs from, our equipment and operations could require us to incur increased costs, such as costs to purchase and operate emissions control systems, acquire emissions allowances or comply with new regulatory or reporting requirements, including the imposition of a carbon tax, which one or more developments could have an adverse effect on our or our customers business, financial condition and results of operations.', 'The adoption of legislation 44Table of Contentsor regulatory programs to reduce GHG emissions could require us to incur increased operating costs, such as costs to purchase and operate emissions control systems, to acquire emissions allowances or comply with new regulatory requirements.', 'The adoption of legislation or regulatory programs to reduce greenhouse gas emissions could require us to incur increased operating costs, such as costs to purchase and operate emissions control systems, to acquire emissions allowances or to comply with new regulatory or reporting requirements.']"
126,15,126_fossil fuel_fossil_investment_fuel,"['fossil fuel', 'fossil', 'investment', 'fuel', 'funding', 'pension', 'sovereign', 'including investment', 'wealth', 'investment community', 'funding companies', 'companies engaged']","['In addition, there have also been efforts in recent years to influence the investment community, including investment advisors and certain sovereign wealth, pension and endowment funds, promoting divestment of fossil fuel equities and pressuring lenders to limit funding to companies engaged in the extraction of fossil fuel reserves.', 'In addition, there have also been efforts in recent years to influence the investment community, including investment advisors and certain sovereign wealth, pension and endowment funds promoting divestment of fossil fuel equities and pressuring lenders to limit funding to companies engaged in the extraction of fossil fuel reserves.', 'In addition, there have also been efforts in recent years to influence the investment community, including investment advisors and certain sovereign wealth, pension and endowment funds promoting divestment of fossil fuel equities and pressuring lenders to limit funding to companies engaged in the extraction of fossil fuel reserves.']"
127,15,127_increasing attention_climate change_resulted increased_attention,"['increasing attention', 'climate change', 'resulted increased', 'attention', 'climate', 'companies', 'increasing', 'alleging', 'investigations', 'private litigation', 'private', 'gas companies']","['Finally, increasing attention to climate change risks has resulted in an increased possibility of governmental investigations and additional private litigation against Occidental without regard to causation or our contribution to the asserted damage, which could increase our costs or otherwise adversely affect our business.', 'Increasing attention to the risks of climate change has resulted in an increased possibility of lawsuits brought by public and private entities against oil and natural gas companies in connection with their GHG emissions.', 'Finally, increasing attention to the risks of climate change has resulted in an increased possibility of lawsuits or investigations brought by public and private entities against oil and natural gas companies in connection with their greenhouse gas emissions.']"
128,15,128_domestic_supply_global_energy consumption,"['domestic', 'supply', 'global', 'energy consumption', 'availability', 'price availability', 'affecting energy', 'affecting', 'technological advances', 'consumption', 'exporting', 'advances affecting']","['These factors include the following: worldwide and regional economic conditions impacting the global supply and demand for crude oil, natural gas and NGLs; the actions of OPEC; the price and quantity of imports of foreign crude oil, natural gas and NGL; political conditions in or affecting other crude oil, natural gas and NGL producing countries, including the current conflicts in the Middle East and conditions in South America, China, India and Russia; the level of global crude oil, natural gas and NGL E&P activities; the level of global crude oil, natural gas and NGL inventories; events that impact global market demand, including impacts from global health epidemics and concerns, such as the coronavirus; localized supply and demand fundamentals and regional, domestic and international transportation availability; weather conditions and natural disasters; domestic and foreign governmental regulations and policies, including environmental requirements; speculation as to the future price of crude oil and the speculative trading of crude oil and natural gas futures contracts; stockholder activism or activities by non-governmental organizations to limit certain sources of funding for the energy sector or restrict the exploration, development and production of crude oil, natural gas and NGL and related infrastructure; price and availability of competitors supplies of crude oil, natural gas and NGL; technological advances affecting energy consumption; andthe price and availability of alternative fuels.', 'These factors include, but are not limited to, the following: 37Table of Contents changes in supply and demand for oil and natural gas; the actions of the Organization of the Petroleum Exporting Countries; speculation as to the future price of oil and natural gas and the speculative trading of oil and natural gas futures contracts; global economic conditions; political and economic conditions, including embargoes in oilproducing countries or affecting other oilproducing activities, particularly in the Middle East, Africa, Russia and Central and South America; the continued threat of terrorism and the impact of military and other action, including US. military operations in the Middle East; the level of global oil and natural gas exploration and production activity; the level of global oil inventories and oil refining capacities; weather conditions and natural or manmade disasters; technological advances affecting energy consumption; governmental regulations and taxation policies; proximity and capacity of transportation facilities; the development and exploitation of alternative fuels or energy sources; the price and availability of competitors supplies of oil and natural gas; andthe price, availability or mandated use of alternative fuels or energy sources.', 'Historically, oil and natural gas prices have 26Table of Contentsbeen volatile and are subject to fluctuations in response to changes in supply and demand, market uncertainty and a variety of additional factors that are beyond our control, including: the domestic and foreign supply of oil and natural gas; the level of prices and expectations about future prices of oil and natural gas; the level of global oil and natural gas exploration and production; the cost of exploring for, developing, producing and delivering oil and natural gas; the price and quantity of foreign imports; political and economic conditions in oil producing countries, including the Middle East, Africa, South America and Russia; the ability of members of the Organization of Petroleum Exporting Countries to agree to and maintain oil price and production controls; speculative trading in crude oil and natural gas derivative contracts; the level of consumer product demand; weather conditions and other natural disasters; risks associated with operating drilling rigs; technological advances affecting energy consumption; the price and availability of alternative fuels; domestic and foreign governmental regulations and taxes; the continued threat of terrorism and the impact of military and other action, including US. military operations in the Middle East; global or national health concerns, including the outbreak of pandemic or contagious disease, such as the coronavirus; the proximity, cost, availability and capacity of oil and natural gas pipelines and other transportation facilities; and overall domestic and global economic conditions.']"
129,15,129_immaterial_additional risks_currently_known currently,"['immaterial', 'additional risks', 'currently', 'known currently', 'known', 'risks described', 'risks', 'consider', 'ones', 'face', 'risks uncertainties', 'described']","['Additional risks not currently known to us or that we currently deem immaterial may also adversely affect us.', 'Additional risks not presently known to us or which we currently consider immaterial also may adversely affect us.', 'Additional risks not presently known to us or which we currently consider immaterial may also adversely affect us.']"
130,15,130_estimating_process estimating_subjective_accumulations,"['estimating', 'process estimating', 'subjective', 'accumulations', 'underground accumulations', 'reserves complex', 'engineering', 'process', 'complex', 'underground', 'reserve', 'available geological']","['Any material inaccuracies in our reserve estimates or underlying assumptions could cause the quantities and net present value of our reserves to be overstated or understated Reserve engineering is a subjective process of estimating underground accumulations of natural gas and oil that cannot be measured in an exact manner.', 'The process of estimating oil and natural gas reserves is complex, and requires us to use significant decisions and assumptions in the evaluation of available geological, geophysical, engineering and economic data for each property.', 'The process of estimating oil, gas, and NGL reserves is complex and involves significant decisions and assumptions in the evaluation of available geological, geophysical, engineering, and economic data for each reservoir.']"
131,15,131_accounted_ended_accounted 10_year ended,"['accounted', 'ended', 'accounted 10', 'year ended', 'shell', 'ended december', 'purchasers', '10 revenue', 'year', '31', '10', 'december 31']","['No other purchasers accounted for more than 10% of our total sales from the exploration and production segment for the years ended December 31, 2019 and 2017.', 'For the year ended December 31, 2019, three purchasers each accounted for more than 10% of our revenue: Shell (27%); Plains (23%); and Vitol (15%).', 'For the year ended December 31, 2019, three purchasers each accounted for more than 10% of our revenue: Shell (27%); Plains (23%); and Vitol (15%).']"
132,15,132_drinking water_drinking_epa released_fracturing practices,"['drinking water', 'drinking', 'epa released', 'fracturing practices', 'hydraulic fracturing', 'hydraulic', 'released', 'aspects hydraulic', 'fracturing', 'aspects', 'epa', 'activities impact']","['The EPA also released a report in 2016 finding that certain aspects of hydraulic fracturing, such as water withdrawals and wastewater management practices, could result in impacts to water resources.', 'On December 13, 2016, the EPA released a study examining the potential for hydraulic fracturing activities to impact drinking water resources, finding that, under some circumstances, the use of water in hydraulic fracturing activities can impact drinking water resources.', 'Also, in late 2016, the EPA released its final report on the potential impacts of hydraulic fracturing on drinking water resources, 44Table of Contentsconcluding that water cycle activities associated with hydraulic fracturing may impact drinking water resources under some circumstances.']"
133,15,133_ozone_air_nsps_epa,"['ozone', 'air', 'nsps', 'epa', 'production processing', 'volatile organic', '2012', 'organic', 'epa published', '2012 epa', 'organic compounds', 'hazardous air']","['For example, on August 16, 2012, the EPA issued final rules subjecting all new and modified oil and gas operations (production, processing, transmission, storage, and distribution) to regulation under the New Source Performance Standards (NSPS) and all existing and new operations to the National Emission Standards for Hazardous Air Pollutants (NESHAP) programs.', 'Specifically, the EPAs rule package includes New Source Performance standards to address emissions of sulfur dioxide and volatile organic compounds and a separate set of emission standards to address hazardous air pollutants frequently associated with oil and natural gas production and processing activities.', 'On August16, 2012, the EPA published final rules that establish new air emission control requirements for natural gas and NGL production, processing and transportation activities, including NSPS to address emissions of sulfur dioxide and volatile organic compounds, and NESHAPS to address hazardous air pollutants frequently associated with gas production and processing activities.']"
134,15,134_additional resources_remediate_expend_required expend,"['additional resources', 'remediate', 'expend', 'required expend', 'investigate remediate', 'enhance', 'investigate', 'evolve', 'cyber', 'protective', 'vulnerabilities', 'continue evolve']","['As cyber threats continue to evolve, we may be required to expend additional resources to continue to modify and enhance our protective systems or to investigate and remediate any vulnerabilities.', 'As cyber threats continue to evolve, we may be required to expend significant additional resources to continue to modify or enhance our protective measures or to investigate and remediate any information security vulnerabilities.', 'As cyber threats continue to evolve, we may be required to expend significant additional resources to continue to modify or enhance our protective measures or to investigate and remediate any information security vulnerabilities.']"
135,15,135_rule_final rule_epa corps_corps,"['rule', 'final rule', 'epa corps', 'corps', 'final', 'epa', 'waters united', '2015', '2015 rule', 'rule effective', 'wotus', 'proposed rule']","['For example, in 2015, the EPA and the Corps under the Obama Administration issued a final rule outlining their position on the federal jurisdictional reach over waters of the United States.', 'On January 23, 2020, the two agencies issued a final rule re-defining the Clean Water Acts jurisdiction over waters of the United States, which redefinition is narrower than found in the 2015 rule.', 'In 2017, the EPA and the Corps under the Trump Administration agreed to reconsider the 2015 rule and, thereafter, in October 2019, the agencies published a final rule made effective on December 23, 2019, rescinding the 2015 rule.']"
136,14,136_targets_terrorist_energy assets_threats,"['targets', 'terrorist', 'energy assets', 'threats', 'indicate', 'specific', 'terrorist attacks', 'attacks', 'security threats', 'including cybersecurity', 'security', 'cybersecurity threats']","['The US. government has issued public warnings that indicate that energy assets might be specific targets of cyber security threats.', 'The US. government has issued public warnings that indicate that energy assets might be specific targets of cyber security threats.', 'The US. government has issued public warnings that indicate energy assets might be specific targets of terrorist organizations.']"
137,14,137_joint venture_venture_joint_fulfill,"['joint venture', 'venture', 'joint', 'fulfill', 'venture participants', 'partners', 'ghanaian', 'obligations', 'meet', 'satisfy', 'offshore ghana', 'participants']","['If our joint venture partners do not fulfill their contractual and other obligations, the affected joint venture may be unable to operate according to its business plan, and we may be required to increase our level of financial commitment or seek third-party capital, which could dilute our ownership in the applicable joint venture.', 'There is a risk our joint venture participants mayat any time have economic, business or legal interests or goals that are inconsistent withthose of the joint venture or us, or our jointventure partners may be unable to meet their economic or otherobligations and we may be required tofulfill those obligations alone.', 'Our joint venture participants may have economic, business or legal interests or goals that are inconsistent with ours or those of the joint venture, or our joint venture participants may be unable to meet their economic or other obligations, and we may be required to fulfill those obligations alone.']"
138,14,138_quantities present_materially affect_value reserves_assumptions materially,"['quantities present', 'materially affect', 'value reserves', 'assumptions materially', 'affect quantities', 'present value', 'reserves significant', 'inaccuracies', 'underlying assumptions', 'quantities', 'present', 'estimates underlying']","['Any significant inaccuracies in these reserve estimates or underlying assumptions will materially affect the quantities and present value of our reserves below.', 'Any significant inaccuracies in these reserve estimates or underlying assumptions will materially affect the quantities and present value of our reserves.', 'Any significant inaccuracies in these reserve estimates or underlying assumptions will materially affect the quantities and present value of our reserves.']"
139,14,139_leases_expire_leases expire_acreage,"['leases', 'expire', 'leases expire', 'acreage', 'production established', 'units', 'unless', 'unless production', 'established', 'containing', 'covering undeveloped', 'established spacing']","['Unless production is established within the spacing units covering the undeveloped acres on which some of the locations are identified, the leases for such acreage will expire.', 'In addition, unless production is established within the spacing units covering the undeveloped acres on which some of the potential locations are obtained, the leases for such acreage will expire.', 'Certain of our undeveloped leasehold acreage is subject to leases that will expire over the next several years unless production is established on units containing the acreage, the primary term is extended throughcontinuous drillingprovisions or the leases are renewed.']"
140,14,140_estimates_reserve estimates_production history_history,"['estimates', 'reserve estimates', 'production history', 'history', 'reflect', 'results exploration', 'adjust', 'reserve', 'adjust estimates', 'prices factors', 'prevailing oil', 'quantities natural']","['In addition, we may adjust estimates of proved reserves to reflect production history, results of operations, results of exploration and development activity, prevailing oil, gas, and NGL prices, costs to develop and operate properties, and other factors, many of which are beyond our control.', 'In addition, we may adjust estimates of net proved reserves to reflect production history, results of exploration and development, prevailing crude oil and natural gas prices and other factors, many of which are beyond our control.', 'In addition, we may adjust estimates of proved reserves to reflect production history, results of exploration and development, prevailing oil and natural gas prices and other factors, many of which are beyond our control.']"
141,13,141_disposal wells_disposal_seismicity_produced water,"['disposal wells', 'disposal', 'seismicity', 'produced water', 'seismic activity', 'use wells', 'concerns', 'additional requirements', 'relationship', 'seismic', 'permitting', 'rrc']","['In response to these concerns, regulators in some states are seeking to impose additional requirements, including requirements regarding the permitting of produced water disposal wells or otherwise, to assess the relationship between seismicity and the use of such wells.', 'In response to these concerns, regulators in some states are seeking to impose additional requirements, including requirements regarding the permitting of produced water disposal wells or otherwise to assess the relationship between seismicity and the use of such wells.', 'In response to these concerns, regulators in some states are seeking to impose additional requirements, including requirements regarding the permitting of produced water disposal wells or otherwise to assess the relationship between seismicity and the use of such wells.']"
142,13,142_outstanding_common stock_midstream common_shares equitrans,"['outstanding', 'common stock', 'midstream common', 'shares equitrans', 'common', 'outstanding common', 'stock', 'outstanding shares', 'shares', 'equitrans', '36', 'approximately 36']","[""95% of the outstanding shares of Equitrans Midstream's common stock."", ""9% of the outstanding shares of Equitrans Midstream's common stock; following the closing of the Equitrans Share Exchange, we will own approximately 9."", ""9% of the outstanding shares of Equitrans Midstream's common stock.""]"
143,13,143_contraction_credit availability_global financial_ability finance,"['contraction', 'credit availability', 'global financial', 'ability finance', 'volatility global', 'impacting', 'markets lead', 'financial markets', 'finance', 'increase rates', 'disruptions', 'markets']","['Also, disruptions and volatility in the global financial markets may lead to an increase in interest rates or a contraction in credit availability, impacting our ability to finance our operations on favorable terms.', 'Disruptions and volatility in the global financial markets may lead to a contraction in credit availability impacting our ability to finance our operations.', 'Recent and continuing disruptions and volatility in the global financial markets may lead to an increase in interest rates or a contraction in credit availability impacting our ability to finance our operations.']"
144,13,144_opportunity_officer_director officer_business opportunity,"['opportunity', 'officer', 'director officer', 'business opportunity', 'director', 'certificate incorporation', 'incorporation', 'certificate', 'directors', 'citizens', 'petrotal', 'officers directors']","['Our amended and restated certificate of incorporation, as amended, authorizes our Board of Directors to issue preferred stock without stockholder approval.', 'Our amended and restated certificate of incorporation provides that, to the fullest extent permitted by applicable law, we renounce any interest or expectancy in any business opportunity, transaction or other matter in which Warburg Pincus or any private fund that it manages or advises, any of their respective officers, directors, partners and employees, and any portfolio company in which such persons or entities have an equity interest (other than us and our subsidiaries) (each, a ""specified party"") participates or desires or seeks to participate and that involves any aspect of the energy business or industry, even if the opportunity is one that we might reasonably have pursued or had the ability or desire to pursue if granted the opportunity to do so, and no such specified party shall be liable to us for breach of any fiduciary or other duty, as a director or officer or controlling stockholder or otherwise, by reason of the fact that such specified party pursues or acquires any such business opportunity, directs any such business opportunity to another person or fails to present any such business opportunity, or information regarding any such business opportunity, to us.', 'Subject to the limitations of applicable law, our certificate of incorporation, among other things: permits us to enter into transactions with entities in which one or more of our officers or directors are financially or otherwise interested; permits any of our stockholders, officers or directors to conduct business that competes with us and to make investments in any kind of property in which we may make investments; and provides that if any director or officer of one of our affiliates who is also one of our officers or directors becomes aware of a potential business opportunity, transaction or other matter (other than one expressly offered to that director or officer in writing solely in his or her capacity as our director or officer), that director or officer will have no duty to communicate or offer that opportunity to us, and will be permitted to communicate or offer that opportunity to such affiliates and that director or officer will not be deemed to have (i)acted in a manner inconsistent with his or her fiduciary or other duties to us regarding the opportunity or (ii)acted in bad faith or in a manner inconsistent with our best interests.']"
145,13,145_significant reduction_availability credit_reduction availability_reduction,"['significant reduction', 'availability credit', 'reduction availability', 'reduction', 'ability achieve', 'borrowing base', 'achieve', 'materially adversely', 'base', 'affect ability', 'borrowing', 'planned']","['A significant reduction in the availability of credit could materially and adversely affect our ability to achieve our planned growth and cash flows.', 'A significant reduction in the availability of credit could materially and adversely affect our ability to achieve our planned operating results.', 'A significant reduction in the availability of credit could materially and adversely affect our ability to achieve our planned growth and operating results.']"
146,13,146_increases rates_reduction credit_availability terms_capital increases,"['increases rates', 'reduction credit', 'availability terms', 'capital increases', 'terms cost', 'cost capital', 'increases', 'credit rating', 'harmed', 'rates', 'results harmed', 'business operating']","['Our business and operating results can be harmed by factors such as the availability, terms of and cost of capital, increases in interest rates or a reduction in credit rating.', 'Our business and operating results can be harmed by factors such as the availability, terms and cost of capital, increases in interest rates or a reduction in credit rating.', 'Our business and operating results can be harmed by factors such as the availability, terms and cost of capital, increases in interest rates or a reduction in credit rating.']"
147,13,147_timing development_estimates_development expenditures_production history,"['timing development', 'estimates', 'development expenditures', 'production history', 'future production', 'history', 'production rates', 'estimates future', 'projections', 'timing', 'actual production', 'actual']","['A lack of production history may contribute to inaccuracy in our estimates of proved reserves, future production rates, and the timing and/or amount of development expenditures.', 'Due to the limited production history of many of our properties, the estimates of future production associated with these properties may be subject to greater variance to actual production than would be the case with properties having a longer production history.', 'Due to the limited production history of our undeveloped acreage, the estimates of future production associated with such properties may be subject to greater variance to actual production than would be the case with properties having a longer production history.']"
148,13,148_item 1a_1a_item_contents,"['item 1a', '1a', 'item', 'contents', '49table contents', 'foran', '49table', '00', '', '', '', '']","['ITEM 1A.', 'ITEM 1A.', 'ITEM 1A.']"
149,12,149_strategic relationships_relationships_respond_guarantee able,"['strategic relationships', 'relationships', 'respond', 'guarantee able', 'circumstances change', 'diminish', 'respond changes', 'economic circumstances', 'plan', 'ability achieve', 'contemplated', 'recognize']","['Strategic Relationships upon Which We May Rely Are Subject to Change, Which May Diminish Our Ability to Conduct Our Operations.', 'Moreover, economic or other circumstances may change from those contemplated by our 2020 plan, and our failure to recognize or respond to those changes may limit our ability to achieve our objectives.', 'Moreover, economic or other circumstances may change from those contemplated by our business plan, and our failure to recognize or respond to those changes may limit our ability to achieve our objectives.']"
150,12,150_25_125_50_block,"['25', '125', '50', 'block', 'wctp', '24', 'dt', '45', '', '', '', '']","['25% to 2.', '25 to 1.', '25% to 1.']"
151,12,151_purchasers_sale oil_significant purchasers_sale,"['purchasers', 'sale oil', 'significant purchasers', 'sale', 'gas production', 'based prices', 'marketing companies', 'production sold', 'marketing', 'depend', 'independent', 'petroleum products']","['We depend upon several significant purchasers for the sale of most of our oil and natural gas production.', 'We depend upon several significant purchasers for the sale of most of our oil and natural gas production.', 'We Depend upon Several Significant Purchasers for the Sale of Most of Our Oil and Natural Gas Production.']"
152,12,152_processing transportation_exposed impact_disproportionately exposed_disproportionately,"['processing transportation', 'exposed impact', 'disproportionately exposed', 'disproportionately', 'capacity constraints', 'governmental regulation', 'demand factors', 'interruptions production', 'processing', 'transportation capacity', 'transportation', 'production wells']","['As a result of this concentration, we may be disproportionately exposed to the impact of regional transportation constraints, supply and demand factors, delays or interruptions of production from wells in this area caused by governmental regulation, processing capacity constraints, market limitations, water shortages, interruption of the processing or transportation of oil or natural gas, as well as impacts from extreme weather or other natural disasters impacting the Permian Basin.', 'As a result of this concentration, we may be disproportionately exposed to the impact of regional supply and demand factors, delays or interruptions of production from wells in these areas caused by, and costs associated with, governmental regulation, state and local political activities, processing or transportation capacity constraints, market limitations, availability of equipment and personnel, water shortages or other weather-related conditions, interruption of the processing or transportation of natural gas, NGLs or oil and changes in state and local laws, judicial precedents, political regimes and regulations.', 'As a result of this concentration, we may be disproportionately exposed to the impact of regional supply and demand factors, delays or interruptions of production from wells in this area caused by governmental regulation, processing or transportation capacity constraints, availability of equipment, facilities, personnel or services market limitations or interruption of the processing or transportation of crude oil, natural gas or natural gas liquids.']"
153,12,153_including risk_numerous risks_activities subject_commercially,"['including risk', 'numerous risks', 'activities subject', 'commercially', 'subject numerous', 'numerous', 'result commercially', 'drilling result', 'risks including', 'commercially viable', 'risk commercially', 'risks']","['Oil, natural gas and NGL exploration and production activities are subject to numerous risks beyond our control, including the risk that drilling will not result in commercially viable oil, natural gas and NGL production.', 'As a result, our oil and natural gas exploration and production activities are subject to numerous risks, including the risk that drilling will not result in commercially viable oil and natural gas production.', 'Our crude oil and natural gas E&P activities are subject to numerous risks beyond our control, including the risk that drilling will not result in commercially viable crude oil or natural gas production.']"
154,12,154_bbl_00 bbl_00_bbl low,"['bbl', '00 bbl', '00', 'bbl low', 'late', 'low', 'beginning', 'quarter', 'continued decline', 'mcf', 'beginning 2019', 'second quarter']","['00 per Bbl at the beginning of 2019.', '06 per Bbl.', '00 per Bbl in late February.']"
155,12,155_fluctuate significantly_value derivative_fair_fluctuate,"['fluctuate significantly', 'value derivative', 'fair', 'fluctuate', 'derivative instruments', 'earnings', 'period period', 'significantly result', 'fair value', 'significantly', 'instruments', 'result changes']","['Accordingly, our earnings may fluctuate significantly as a result of changes in the fair market value of our derivative instruments, including a decrease in earnings if the price of commodities increases above the price of hedges that we have in place.', 'Accordingly, our earnings may fluctuate significantly as a result of changes in the fair value of our derivative instruments.', 'Accordingly, our earnings may fluctuate significantly as a result of changes in the fair value of our derivative instruments.']"
