Topic,Count,Name,Representation,Representative_Docs
90,16,90_leases_expire_acreage_production established,"['leases', 'expire', 'acreage', 'production established', 'unless', 'units', 'acres', 'primary', 'established', 'containing', 'renewed', 'expire years']","['The leases for our net acreage not held by production will expire at the end of their primary term unless production is established in paying quantities under the units containing these leases, the leases are held beyond their primary terms undercontinuous drillingprovisions or the leases are renewed.', 'Unless production is established within the spacing units covering the undeveloped acres on which some of the locations are identified, the leases for such acreage will expire.', '37Table of ContentsCertain of our undeveloped leasehold acreage is subject to leases that will expire over the next several years unless production is established on units containing the acreage, the primary term is extended throughcontinuous drillingprovisions or the leases are renewed.']"
91,16,91_derivative_swaps_exposure_collars,"['derivative', 'swaps', 'exposure', 'collars', 'enter', 'commodity', 'enter derivative', 'flows reduce', 'future enter', 'commodity derivative', 'fluctuations prices', 'portion']","['To achieve more predictable cash flows and reduce our exposure to adverse fluctuations in the prices of oil, NGL and natural gas, we enter into commodity derivative instrument contracts for a portion of our oil, NGL and natural gas production, including puts, swaps, collars, basis swaps and, in the past, call spreads.', 'To achieve more predictable cash flows and to reduce our exposure to adverse fluctuations in the prices of oil and natural gas, we have and may in the future enter into derivative arrangements for a portion of our oil and natural gas production, including, but not limited to, puts, collars and fixedprice swaps.', 'To achieve more predictable cash flows and to reduce our exposure to adverse fluctuations in the prices of crude oil and natural gas, we currently, and may in the future, enter into derivative arrangements for a portion of our crude oil and natural gas production, including collars and fixed-price swaps.']"
92,15,92_common_common stock_stock_conversion,"['common', 'common stock', 'stock', 'conversion', 'convertible notes', 'dividends', 'convertible', 'repurchase shares', 'paying', 'presently', 'repurchase', 'shares']","['The payment of dividends will be at the discretion of our Board of Directors and subject to numerous factors, and we do not presently intend to repurchase any shares of our common stock.', 'The payment of dividends will be at the discretion of our Board of Directors and subject to numerous factors, and we do not presently intend to repurchase any shares of our common stock.', 'In addition, because we have the ability and intent to settle the Convertible Notes, upon conversion, by paying or delivering cash equal to the principal amount of the obligation and common stock for amounts over the principal amount, the shares issuable upon conversion of the Convertible Notes are accounted for using the treasury stock method and, as such, are not included in the calculation of diluted earnings per share except to the extent that the conversion value of the Convertible Notes exceeds their principal amount.']"
93,15,93_current market_value estimated_market value_future net,"['current market', 'value estimated', 'market value', 'future net', 'value', 'value future', 'estimated', 'net', 'net cash', 'assume', 'current', 'gas reserves']","['The present value of future net revenues from our proved reserves will not necessarily be the same as the current market value of our estimated oil and natural gas reserves.', 'You should not assume that the present value of future net cash flows from our proved reserves is the current market value of our estimated reserves.', 'You should not assume that the present value of future net revenues from our proved reserves is the current market value of our estimated oil and natural gas reserves.']"
94,15,94_paris_paris agreement_agreement_emissions targets,"['paris', 'paris agreement', 'agreement', 'emissions targets', 'targets', 'signed', 'international', 'goals', 'countries', 'transparent', 'united', 'calls']","['For example, in April 2016, 195 nations, including Ghana, Mauritania, Sao Tome and Principe, Senegal and the United States, signed and officially entered into an international climate change accord (the Paris Agreement).', 'In February 2021, the US. formally rejoined the Paris Agreement, an international treaty signed by nearly 200 counties which calls for countries to set their own GHG emissions targets and to be transparent about the measures they will implement to achieve their GHG emissions targets.', 'For example, on an international level, in December 2015, almost 200 nations, including Colombia, agreed to an international climate change agreement in Paris, France (the Paris Agreement), that calls for countries to set their own GHG emission targets and be transparent about the measures each country will use to achieve its GHG emission targets.']"
95,15,95_billion_million_50_44,"['billion', 'million', '50', '44', '120', 'approximately 32', 'carryforwards totaling', 'million respectively', '120 countries', 'countries world', 'nol carryforwards', 'totaling']","['8 million, $306.', '1 billion and state of Oklahoma NOL carryforwards totaling $34.', '5 billion.']"
96,15,96_fuel_reduce demand_demand_conservation measures,"['fuel', 'reduce demand', 'demand', 'conservation measures', 'technological', 'fuel conservation', 'conservation', 'technological advances', 'advances', 'energy', 'vehicles', 'alternative']","['Fuel conservation measures, alternative fuel requirements, increasing consumer demand for alternatives to oil and natural gas, technological advances in fuel economy and energy generation devices, and the increased competitiveness of alternative energy sources such as electric vehicles, wind, solar, geothermal, tidal, fuel cells and biofuels) could reduce demand for oil and natural gas and, therefore, our revenues.', 'Fuel conservation measures, alternative fuel requirements, increasing consumer demand for alternatives to natural gas and oil, technological advances in fuel economy and energy generation devices could reduce demand for natural gas and oil.', 'Furthermore, fuel conservation measures, alternative fuel requirements, increasing consumer demand for alternatives to oil and natural gas, technological advances in fuel economy and energy generation devices could reduce demand for oil and natural gas.']"
97,15,97_finance operations_contraction_credit availability_markets lead,"['finance operations', 'contraction', 'credit availability', 'markets lead', 'ability finance', 'global financial', 'volatility global', 'impacting', 'finance', 'financial markets', 'availability', 'reduction']","['Also, disruptions and volatility in the global financial markets may lead to an increase in interest rates or a contraction in credit availability, impacting our ability to finance our operations on favorable terms.', 'Recent and continuing disruptions and volatility in the global financial markets may lead to an increase in interest rates or a contraction in credit availability impacting our ability to finance our operations.', 'Recent and continuing disruptions and volatility in the global financial markets may lead to an increase in interest rates or a contraction in credit availability impacting our ability to finance our operations.']"
98,15,98_december 31_31_refund_december,"['december 31', '31', 'refund', 'december', 'recorded', '31 2021', 'ended december', 'tax', 'ended', 'successor', 'year ended', '2020']","['During the period from January 1, 2020 through November 19, 2020 (Predecessor) and the year ended December 31, 2019 (Predecessor), we recorded non-cash impairment charges of $401.', 'For the year ended December 31, 2021 (Successor), we recorded an immaterial charge for changes in our estimate of expected credit losses.', 'We did not record any impairment charges on unproved properties during the year ended December 31, 2021 (Successor) or the period from November 20, 2020 through December 31, 2020 (Successor).']"
99,15,99_permits_permit_authorities_conduct business,"['permits', 'permit', 'authorities', 'conduct business', 'conduct', 'impede', 'ability profitably', 'enactment', 'ability explore', 'profitably', 'restrict ability', 'regulatory authorities']","['Negative public perception could cause the permits we need to conduct our operations to be withheld, delayed, challenged or burdened by requirements that restrict our ability to profitably conduct our business.', 'If we fail to obtain, maintain or renew permits in a timely manner or at all (due to opposition from partners, community or environmental interest groups, governmental delays or other reasons), or if we face additional requirements imposed as a result of changes in or enactment of laws or regulations, such failure to obtain, maintain or renew permits or such changes in or enactment of laws or regulations could impede or affect our operations, which could have a material adverse effect on our results of operations and financial condition.', 'Delays in obtaining regulatory approvals and drilling permits, including delays that jeopardize our ability to realize the potential benefits from leased properties within the applicable lease periods, the failure to obtain a drilling permit for a well, or the receipt of a permit with unreasonable conditions or costs could have a materially adverse effect on our ability to explore or develop our properties.']"
100,15,100_farmout_land_eminent_proportion,"['farmout', 'land', 'eminent', 'proportion', 'eminent domain', 'farmout party', 'domain', 'entities participate', 'participate wells', 'pooling', 'license areas', 'unitization']","['These entities participate in our wells primarily based on their ownership in leases on which we choose to drill.', 'These entities participate in our wells primarily based on their ownership in leases on which we drill.', 'While our interstate natural gas pipelines in the US. have federal eminent domain authority, the availability of eminent domain authority for our other pipelines varies from state to state depending upon the type of pipelinepetroleum liquids, natural gas, CO2, or crude oiland the laws of the particular state.']"
101,15,101_rate_loan_plus_base rate,"['rate', 'loan', 'plus', 'base rate', 'eurodollar', 'borrowings', 'san', 'mateo', 'san mateo', 'defined', 'equal', 'mateo credit']","['If we borrow funds as a base rate loan, such borrowings will bear interest at a rate equal to the greatest of (i)the prime rate for such day, (ii)the Federal Funds Effective Rate (as defined in the Credit Agreement) on such day, plus 0.', 'If San Mateo borrows funds as a Eurodollar loan, such borrowings will bear interest at a rate equal to (x)the Adjusted LIBO Rate for the chosen interest period plus (y)an amount ranging from 2.', 'If San Mateo borrows funds as a base rate loan, such borrowings will bear interest at a rate equal to the greatest of (i)the prime rate for such day, (ii)the Federal Funds Effective Rate (as defined in the San Mateo Credit Facility) on such day, plus 0.']"
102,15,102_exposed impact_disproportionately exposed_interruptions production_caused,"['exposed impact', 'disproportionately exposed', 'interruptions production', 'caused', 'constraints', 'disproportionately', 'interruptions', 'capacity constraints', 'production wells', 'governmental regulation', 'delays interruptions', 'facilities personnel']","['As a result of this concentration, we may be disproportionately exposed to the impact of regional transportation constraints, supply and demand factors, delays or interruptions of production from wells in this area caused by governmental regulation, processing and storage capacity constraints, market limitations, water shortages, interruption of the processing or transportation of oil or natural gas, as well as impacts from extreme weather or other natural disasters impacting the Permian Basin, such as the freezing of wells and pipelines in the Permian Basin or a decision by ERCOT to implement statewide electricity blackouts due to supply/demand imbalances in the electricity grid caused by the extreme cold weather.', 'Due to the concentration of our operations, we may be disproportionately exposed to the impact of delays or interruptions of production from our wells in our operating areas caused by transportation capacity constraints or interruptions, curtailment of production, availability of equipment, facilities, personnel or services, significant governmental regulation, natural disasters, adverse weather conditions or plant closures for scheduled maintenance.', 'As a result, we may be disproportionately exposed to the impact of economics in the Williston Basin or delays or interruptions of production from those wells caused by transportation capacity constraints, curtailment of production, availability of equipment, facilities, personnel or services, significant governmental regulation, natural disasters, adverse weather conditions, plant closures for scheduled maintenance or interruption of transportation of crude oil or natural gas produced from the wells in those areas.']"
103,14,103_borrowing base_base_borrowing_redetermination,"['borrowing base', 'base', 'borrowing', 'redetermination', 'subject periodic', 'redeterminations', 'scheduled', 'periodic', 'base subject', 'base redeterminations', 'agreement subject', 'lenders']","['The borrowing base under our Credit Agreement is subject to periodic redetermination, and we are subject to interest rate risk under our Credit Agreement and the San Mateo Credit Facility.', 'The borrowing base under our Credit Agreement is subject to periodic redetermination, and we are subject to interest rate risk under our Credit Agreement and the San Mateo Credit Facility.', 'Furthermore, under our Senior Secured Credit Facility, scheduled borrowing base redeterminations occur by May 1 and November 1 of each year, and the lenders have the right to call for an interim redetermination of the borrowing base one time between any two scheduled redetermination dates and in other specified circumstances.']"
104,14,104_equitrans_equitrans midstream_share_shares,"['equitrans', 'equitrans midstream', 'share', 'shares', 'dividend', 'common', 'common stock', 'stock', 'shares equitrans', 'share common', 'midstream common', 'quarterly dividend']","[""9% of the outstanding shares of Equitrans Midstream's common stock."", ""We subsequently sold additional shares of our retained interest in Equitrans Midstream through open market sales and we currently own 22, 796, 026 shares of Equitrans Midstream's common stock."", 'On February 26, 2020, we entered into share purchase agreements with Equitrans Midstream to sell approximately 50% of our equity interest in Equitrans Midstream to Equitrans Midstream (the Equitrans Share Exchange) in exchange for a combination of cash and fee relief under our gathering agreements with EQM.']"
105,14,105_drilling completing_cost drilling_completing_drilling,"['drilling completing', 'cost drilling', 'completing', 'drilling', 'uncertain', 'operating wells', 'completing operating', 'uncertain drilling', 'eventually', 'produces', 'formations', 'seismic']","['The budgeted costs of planning, drilling, completing and operating wells are often exceeded and can increase significantly when drilling costs rise due to a tightening in the supply of various types of oilfield equipment and related services or unanticipated geologic conditions.', 'Our cost of drilling, completing, equipping and operating wells is often uncertain before drilling commences.', 'Our cost of drilling, completing and operating wells is often uncertain before drilling commences.']"
106,14,106_lower_prices reduce_production result_crude oil,"['lower', 'prices reduce', 'production result', 'crude oil', 'crude', 'produce economically', 'demand', 'low crude', 'result decreased', 'demand oil', 'value reserves', 'produce']","['Lower oil prices may not only reduce our revenues but also may limit the amount of oil that we can produce economically.', 'If light sweet crude oil production remains at current levels or continues to increase, demand for our light crude oil production could result in widening price discounts to the world crude oil prices and potential shut-in or reduction of production due to a lack of sufficient markets despite the lift on prior restrictions on the exporting of crude oil and natural gas from the United States.', 'Low crude oil, natural gas and NGL prices may also reduce the amount of crude oil, natural gas and NGLs that we can produce economically and may affect our proved reserves.']"
107,14,107_note_financial statements_statements_consolidated financial,"['note', 'financial statements', 'statements', 'consolidated financial', 'statements included', 'included annual', 'consolidated', 'annual report', 'annual', 'report', 'additional information', 'included']","['See Note 13 to our consolidated financial statements included elsewhere in this Annual Report for additional information.', 'See Note 7 to our consolidated financial statements included elsewhere in this Annual Report for additional information regarding our debt and borrowing base.', 'See Note 7 to our consolidated financial statements included elsewhere in this Annual Report for additional information regarding our debt and borrowing base.']"
108,14,108_plastic_opposition_negative_growing,"['plastic', 'opposition', 'negative', 'growing', 'public', 'waste', 'plastic products', 'projects', 'concerns', 'public opinion', 'environment', 'gas drilling']","['Increased concerns regarding plastic waste in the environment, consumers selectively reducing their consumption of plastic products due to recycling concerns, or new or more restrictive regulations and rules related to plastic waste could reduce demand for CPChems plastic products and could negatively impact our equity interest.', 'Opposition toward oil and natural gas drilling and development activities generally has been growing globally and is particularly pronounced in the US., and companies in our industry are often the target of activist efforts from both individuals and non-governmental organizations regarding safety, human rights, environmental matters, sustainability and business practices.', 'Further, negative public perception regarding us and/or our industry resulting from, among other things, concerns raised by advocacy groups about climate change impacts of methane and other greenhouse gas emissions, hydraulic fracturing, oil 37Table of Contentsspills, and pipeline explosions coupled with increasing societal expectations on businesses to address climate change and potential consumer use of substitutes to carbon-intensive energy commodities may result in increased costs, reduced demand for our oil, natural gas and NGL production, reduced profits, increased regulation, regulatory investigations and litigation, and negative impacts on our stock price and access to capital markets.']"
109,14,109_investors_esg_scores_ratings,"['investors', 'esg', 'scores', 'ratings', 'investment', 'sustainability', 'approach esg', 'score', 'inform', 'sustainability score', 'approach', 'certain investors']","['In addition, organizations that provide information to investors on corporate governance and related matters have developed ratings processes for evaluating companies on their approach to ESG matters, including climate change and climate-related risks.', 'Additionally, certain investors use these scores to benchmark businesses against their peers and, if a business entity is perceived as lagging, these investors may engage with the entity to require improved ESG disclosure or performance.', 'In addition, organizations that provide information to investors on corporate governance and related matters have developed ratings processes for evaluating companies on their approach to ESG matters.']"
110,14,110_including risk_activities subject_numerous risks_subject numerous,"['including risk', 'activities subject', 'numerous risks', 'subject numerous', 'commercially', 'drilling result', 'result commercially', 'viable', 'numerous', 'commercially viable', 'risks including', 'risks']","['Oil, NGL and natural gas exploration and production activities are subject to numerous risks beyond our control, including the risk that drilling will not result in commercially viable oil, NGL and natural gas production.', 'Our crude oil and natural gas E&P activities are subject to numerous risks beyond our control, including the risk that drilling will not result in commercially viable crude oil or natural gas production.', 'As a result, our oil and natural gas exploration and production activities are subject to numerous risks, including the risk that drilling will not result in commercially viable oil and natural gas production.']"
111,14,111_dry_wells productive_productive_dry holes,"['dry', 'wells productive', 'productive', 'dry holes', 'holes', 'profit', 'return', 'unprofitable', 'wells', 'drill', 'net revenues', 'drilling operating']","['Drilling activities can result in dry holes or wells that are productive but do not produce sufficient net revenues after operating and other costs to cover drilling and completion costs.', 'Drilling for natural gas and oil can be unprofitable, not only from dry wells, but from productive wells that perform below expectations or that do not produce sufficient revenues to return a profit.', 'Future oil and gas exploration may involve unprofitable efforts, not only from dry wells, but from wells that are productive but do not produce sufficient net revenues to return a profit after drilling, operating and other costs.']"
112,14,112_00_initial_redetermination_ranging,"['00', 'initial', 'redetermination', 'ranging', '75', 'plus', 'block', 'case', 'process', 'dt block', '39', 'wctp block']","['00% to 3.', '00%, plus, in each case, an amount ranging from 0.', '00% plus, in each case, an amount ranging from 1.']"
113,13,113_delays_effect_adverse effect_results operations,"['delays', 'effect', 'adverse effect', 'results operations', 'integrity', 'effect business', 'business results', 'material adverse', 'condition delays', 'consequently material', 'flows return', 'delay suspension']","['Technological advances in in-line inspection tools, identification of additional threats to a pipelines integrity and changes to the amount of pipeline determined to be located in HCAs or MCAs can have a significant impact on integrity testing and repair costs.', 'Delays or cost increases related to capital spending programs could negatively impact our results of operations, cash flows and our return on capital employed.', ""Future delays in the Mountain Valley Pipeline's in-service date may affect our ability to fully realize the value we recorded as a contract asset for the rate relief associated with the Consolidated GGA, which could adversely affect our results of operations in future periods.""]"
114,13,114_ferc_gathering_oil pipeline_breaks,"['ferc', 'gathering', 'oil pipeline', 'breaks', 'gathering facilities', 'rustler', 'nga', 'breaks oil', 'rustler breaks', 'ferc regulation', 'used establish', 'traditional']","[""We believe that the natural gas pipelines in our gathering systems meet the traditional tests FERC has used to establish whether a pipeline performs a gathering function and, therefore, are exempt from the FERC's jurisdiction under the NGA."", 'We believe that the natural gas pipelines in our gathering systems meet the traditional tests FERC has used to establish a pipelines status as a gatherer not subject to FERC regulation.', 'While the nature of our gathering facilities is such that these facilities have not yet been regulated by FERC, the Rustler Breaks Oil Pipeline System 60Table of Contentsdoes transport crude oil in interstate commerce and, therefore, is subject to FERC regulation.']"
115,13,115_operating expenses_expenses_taxes_expenses capital,"['operating expenses', 'expenses', 'taxes', 'expenses capital', 'taxes availability', 'availability funds', 'expenditures operating', 'development expenditures', 'drilling operating', 'vary', 'vary estimates', 'gas prices']","['Actual future production, crude oil and natural gas prices, revenues, taxes, development expenditures, operating expenses and quantities of recoverable oil and natural gas reserves will vary from our estimates.', 'The process also requires economic assumptions about matters such as crude oil and natural gas prices, drilling and operating expenses, capital expenditures, taxes and availability of funds.', 'Actual future production, oil and natural gas prices, revenues, taxes, development expenditures, operating expenses and quantities of recoverable oil and natural gas reserves will vary from our estimates.']"
116,13,116_income tax_tax_income_elimination,"['income tax', 'tax', 'income', 'elimination', 'federal income', 'tax laws', 'repeal', 'corporations', 'proposals', 'percentage depletion', 'intangible drilling', 'allowance']","['Such proposals include, but are not limited to, (i) an increase in the US. federal income tax rate applicable to corporations and (ii) a minimum book income tax applicable to certain large corporations.', 'Such changes include, but are not limited to, (i)the repeal of the percentage depletion allowance for certain oil and natural gas properties, (ii)the elimination of current deductions for intangible drilling and development costs, (iii)the elimination of the deduction for certain US. production or manufacturing activities and (iv)the increase in the amortization period for geological and geophysical costs paid or incurred in connection with the exploration for, or development of, oil or natural gas within the United States.', 'From time to time, legislation has been proposed that, if enacted into law, would make significant changes to US. federal and state income tax laws, including (i) the elimination of the immediate deduction for intangible drilling and development costs, (ii) the repeal of the percentage depletion allowance for oil and natural gas properties and (iii) an extension of the amortization period for certain geological and geophysical expenditures.']"
117,13,117_actual drilling_activities materially_materially differ_drilling activities,"['actual drilling', 'activities materially', 'materially differ', 'drilling activities', 'expectations adversely', 'differ', 'expectations', 'actual', 'differ presently', 'success rate', 'materially', 'drilling']","['As such, our actual drilling activities may materially differ from our current expectations, which could adversely affect our business, financial condition, results of operations and cash flows.', 'Our actual drilling activities may therefore materially differ from our current expectations, which could adversely affect our business.', 'As such, our actual drilling activities may materially differ from our current expectations, which could adversely affect our business.']"
118,13,118_december31 2021_december31_approximately_2021 approximately,"['december31 2021', 'december31', 'approximately', '2021 approximately', '2021', '31 2021', 'december 31', '31', 'december', 'total', 'violation', 'approximately 32']","['As of December31, 2021, we had approximately $32.', 'As of December31, 2021, we had approximately $3.', 'As of December 31, 2021, we had approximately $5.']"
119,13,119_required expend_expend_additional resources_remediate,"['required expend', 'expend', 'additional resources', 'remediate', 'vulnerabilities', 'expend significant', 'enhance', 'investigate remediate', 'cyber', 'investigate', 'significant additional', 'protective']","['As cyber threats continue to evolve, we may be required to expend significant additional resources to continue to modify or enhance our protective measures or to investigate and remediate any information security vulnerabilities.', 'As cyber threats continue to evolve, we may be required to expend significant additional resources to continue to modify or enhance our protective measures or to investigate and remediate any information security vulnerabilities.', 'As cyber attacks continue to evolve, we may be required to expend significant additional resources to continue to modify or enhance our protective measures or to investigate and remediate any information security vulnerabilities.']"
120,13,120_water_produced water_produced_dispose,"['water', 'produced water', 'produced', 'dispose', 'operating expense', 'adoption implementation', 'disposal wells', 'drought', 'dispose produced', 'obtain water', 'water gathered', 'effect future']","['If a SRA is declared within an area 27of our operations, our ability to dispose of produced water may be adversely affected, and as a result, we may be forced to shut-in injection wells or find alternate produced water disposal options which could affect production and therefore oil, gas, and NGL production revenue, and could cause us to incur additional capital or operating expense.', 'Compliance with current and future environmental laws, executive orders, regulations and permit requirements governing the withdrawal, storage and use of surface water or groundwater necessary for hydraulic fracturing activities, the injection of waste streams into disposal wells, or any inability to secure transportation and access to disposal wells with sufficient capacity to accept all of our flowback and produced water on economic terms may increase our operating costs and cause delays, interruptions or termination of our operations, the extent of which cannot be predicted but that could be materially adverse to our business and results of operations.', 'Because we dispose of large volumes of produced water gathered from our drilling and production operations, these restrictions on the use of produced water and a moratorium on new produced water wells, together with the adoption and implementation of any new laws or regulations, could result in increased operating costs, requiring us or our service providers to truck produced water, recycle it or pump it through the pipeline network or other means, all of which could be costly.']"
121,13,121_net zero_zero_net_achieve net,"['net zero', 'zero', 'net', 'achieve net', 'ultimately', 'carbon intensity', 'transition', 'carbon', 'intensity', 'achieve', 'energy', 'emissions operations']","['Achieving societal ambitions to reduce greenhouse gas emissions and ultimately achieve net-zero will require new technologies to reduce the cost and increase the scalability of alternative energy sources, as well as technologies such as carbon capture and storage (CCS).', 'Climate Change and the Energy Transition Net-zero scenarios.', 'The companys objective to lead in the energy transition, including the companys announced ambition ultimately to achieve net-zero with respect to emissions from operations where ExxonMobil is the operator, carries risks that the transition, including underlying technologies, policies, and markets as discussed in more detail below, will not develop at the pace or in the manner expected by current net-zero scenarios.']"
122,13,122_immaterial_known currently_additional risks_currently consider,"['immaterial', 'known currently', 'additional risks', 'currently consider', 'currently', 'known', 'presently', 'risks', 'risks described', 'consider', 'risks currently', 'facing']","['Note that additional risks not presently known to us or that are currently considered immaterial may also have a negative impact on our business and operations.', 'Additional risks not presently known to us or which we currently consider immaterial may also adversely affect us.', 'Additional risks not presently known to us or which we currently consider immaterial also may adversely affect us.']"
123,12,123_discussion analysis_analysis financial_analysis_discussion,"['discussion analysis', 'analysis financial', 'analysis', 'discussion', 'management discussion', 'managements discussion', 'item management', 'managements', 'item', 'item managements', 'capital resources', 'condition results']","['See ""Item 7. Management\'s Discussion and Analysis of Financial Condition and Results of OperationsLiquidity and capital resources"" for additional information regarding our liquidity.', 'Please see Part II, Item 7. Managements Discussion and Analysis of Financial Condition and Results of OperationsLiquidity and Capital Resources for more information about our capital expenditures.', 'Please see Part II, Item 7. Managements Discussion and Analysis of Financial Condition and Results of OperationsLiquidity and Capital Resources.']"
124,12,124_anti_bribery_corrupt_act,"['anti', 'bribery', 'corrupt', 'act', 'laws', 'similar laws', 'foreign', 'corruption', 'practices', 'violated', 'violations', 'laws material']","['Any determination that we have violated or are responsible for violations of anti-bribery, trade control, trade sanctions or anti-corruption laws could have a material adverse effect on our financial condition.', '24We may be exposed to liabilities under anti-bribery laws and a finding that we violated these laws could have a material adverse effect on our businessWe are subject to anti-bribery laws in the United States, Canada, Ecuador and Colombia and will be subject to similar laws in other jurisdictions where we may operate in the future.', 'Our operations are subject to anti-corruption and anti-bribery laws and regulations, such as the Foreign Corrupt Practices Act, the U. K. Bribery Act and other similar laws.']"
125,12,125_actual_timing_timing actual_actual future,"['actual', 'timing', 'timing actual', 'actual future', 'future net', 'regulations taxation', 'actual production', 'net revenues', 'reserves actual', 'factors actual', 'net', 'actual prices']","['The timing of both our production and our incurrence of expenses in connection with the development and production of oil and gas properties will affect the timing and amount of actual future net revenues from proved reserves, and thus their actual present value.', 'Actual future net revenues from our oil and gas properties will be affected by factors such as: actual prices we receive for crude oil and natural gas; actual cost of development and production expenditures; the amount and timing of actual production; andchanges in governmental regulations or taxation.', 'Actual future net revenues from our oil and natural gas assets will be affected by factors such as: actual prices we receive for oil and natural gas; actual cost of development and production expenditures; derivative transactions; the amount and timing of actual production; andchanges in governmental regulations or taxation.']"
126,12,126_joint venture_venture_joint_partners,"['joint venture', 'venture', 'joint', 'partners', 'fulfill', 'venture partners', 'unexpected future', 'dependence operator', 'future costs', 'venture arrangements', 'financial commitments', 'working owners']","['Moreover, joint venture arrangements involve various risks and uncertainties, such as committing us to fund operating and/or capital expenditures, the timing and amount of which we may have little or partial control over, and our joint venture partners may not satisfy their obligations to the joint venture.', 'If our joint venture partners do not fulfill their contractual and other obligations, the affected joint venture may be unable to operate according to its business plan, and we may be required to increase our level of financial commitment or seek third-party capital, which could dilute our ownership in the applicable joint venture.', 'Our joint venture partners may have economic, business or legal interests or goals that are inconsistent with ours or those of the joint venture, or our joint venture participants may be unable to meet their economic or other obligations, and we may be required to fulfill those obligations alone.']"
127,12,127_forum_claim_asserting_action,"['forum', 'claim', 'asserting', 'action', 'directors', 'officers employees', 'directors officers', 'breach', 'delaware', 'fiduciary', 'breach fiduciary', 'exclusive forum']","[""The exclusive-forum provision contained in our bylaws could limit our stockholders' ability to obtain a favorable judicial forum for disputes with us or our directors, officers or other employees."", 'Our bylaws provide that, unless we consent in writing to the selection of an alternative forum, the sole and exclusive forum for (1) any derivative action or proceeding brought on behalf of us, (2) any action asserting a claim of breach of a fiduciary duty owed by any current or former director, officer, other employee or agent of Coterra to Coterra or our stockholders, including a claim alleging the aiding and abetting of such a breach of fiduciary duty, (3) any action asserting a claim arising pursuant to any provision of the Delaware General Corporation Law or our bylaws or charter or (4) any action asserting a claim governed by the internal affairs doctrine or asserting an ""internal corporate claim"" shall, to the fullest extent permitted by law, be the Court of Chancery of the State of Delaware (or, if the Court of Chancery does not have jurisdiction, the US. federal district court for the District of Delaware).', 'Pursuant to our second amended and restated certificate of incorporation, unless we consent in writing to the selection of an alternative forum, the Court of Chancery of the State of Delaware is the sole and exclusive forum for (1) any derivative action or proceeding brought on our behalf, (2) any action asserting a claim of breach of a fiduciary duty owed by any of our directors, officers or other employees to us or our stockholders, (3) any action asserting a claim arising pursuant to any provision of the Delaware General Corporation Law or (4) any action asserting a claim governed by the internal affairs doctrine.']"
128,12,128_ranged_nymex_nymex henry_henry hub,"['ranged', 'nymex', 'nymex henry', 'henry hub', 'hub', 'henry', '2021 natural', 'prices 2021', '2021', 'hub natural', 'brent', 'high']","['13 per MMbtu in 2020, based upon the NYMEX Henry Hub natural gas futures contract price for the earliest delivery date.', 'For example, over the last five years, monthly NYMEX WTI oil and NYMEX Henry Hub gas prices ranged from highs of over $80 per Bbl and $6.', '27Table of ContentsThe daily spot prices for NYMEX Henry Hub natural gas ranged from a high of $23.']"
129,11,129_depends number_number factors_factors_approval,"['depends number', 'number factors', 'factors', 'approval', 'depends', 'locations depends', 'timing', 'develop locations', 'operators', 'drilling wells', 'rate production', 'drill develop']","['The success and timing of our drilling and development activities on properties operated by others therefore depends upon a number of factors, including: the timing and amount of capital expenditures; the operators expertise and financial resources; the rate of production of reserves, if any; approval of other participants in drilling wells; andselection and implementation or execution of technology.', 'The success and timing of exploration and development activities will depend on a number of factors that will be largely outside of our control, including: the timing and amount of capital expenditures; if the activity is operated by one of our block partners, the operators expertise and financial resources; approval of other block partners in drilling wells; the scheduling, predesign, planning, design and approvals of activities and processes; selection of technology; the available capacity of processing facilities and related pipelines; andthe rate of production of reserves, if any.', 'The success and timing of exploration and development activities operated by our partners will depend on a number of factors that will be largely outside of our control, including: the timing and amount of capital expenditures; the operators expertise and financial resources; approval of other participants in drilling wells; selection of technology; andthe rate of production of reserves, if any.']"
130,11,130_strategy_growth strategy_strategic transactions_periodically,"['strategy', 'growth strategy', 'strategic transactions', 'periodically', 'business strategy', 'existing assets', 'new assets', 'appear', 'evaluate', 'assets', 'strategic', 'acquisitions']","['Expanding our existing assets and constructing new assets is part of our growth strategy.', 'We periodically evaluate acquisitions of reserves, properties, prospects and leaseholds and other strategic transactions that appear to fit within our overall business strategy.', 'We periodically evaluate acquisitions of prospects and licenses, reserves and other strategic transactions that appear to fit within our overall business strategy.']"
131,11,131_sources capital_capitalization_sale_debt equity,"['sources capital', 'capitalization', 'sale', 'debt equity', 'proceeds', 'cash generated', 'equity', 'generated operations', 'capital', 'equity securities', 'generated', 'alter']","['We intend to finance our future capital expenditures primarily through cash flows provided by operating activities; however, our financing needs may require us to alter or increase our capitalization substantially through the issuance of additional debt or equity securities or the sale of non-strategic assets.', 'We may be required to alter or increase substantially our capitalization to finance these acquisitions through the use of cash on hand, the issuance of debt or equity securities, the sale of production payments, the sale or joint venture of midstream assets or oil and natural gas producing assets or acreage, the borrowing of funds or otherwise.', 'Alternatively, to fund acquisitions, increase our rate of growth, expand our midstream operations, develop our properties or pay for higher service costs, we may decide to alter or increase our capitalization substantially through the issuance of debt or equity securities, the sale of production payments, the sale or joint venture of midstream assets, oil and natural gas producing assets or leasehold interests, the sale or joint venture of oil and natural gas mineral interests, the borrowing of funds or otherwise to meet any increase in capital spending.']"
