Topic,Count,Name,Representation,Representative_Docs
95,16,95_description_safety regulation_occupational health_occupational,"['description', 'safety regulation', 'occupational health', 'occupational', 'health safety', 'safety', 'businessenvironmental', 'regulation discussion', 'items business', 'safety matters', 'regulation', 'matters']","['See ""Item 1. BusinessRegulation of environmental and occupational health and safety matters"" for a further description of the laws and regulations that affect us.', 'See Item 1. BusinessRegulationEnvironmental and occupational health and safety regulation for more discussion on seismicity matters.', 'See Item 1. BusinessRegulationEnvironmental and occupational health and safety regulation for more discussion on these environmental and occupational health and safety matters.']"
96,16,96_debt equity_fund_sale_capital expenditures,"['debt equity', 'fund', 'sale', 'capital expenditures', 'cash', 'issuance', 'relied', 'equity', 'capital', 'cash generated', 'issuance additional', 'proceeds']","['Alternatively, to fund 37Table of Contentsacquisitions, increase our rate of growth, expand our midstream operations, develop our properties or pay for higher service costs, we may decide to alter or increase our capitalization substantially through the issuance of debt or equity securities, the sale of production payments, the sale or joint venture of midstream assets, oil and natural gas producing assets or leasehold interests, the sale or joint venture of oil and natural gas mineral interests, the borrowing of funds or otherwise to meet any increase in capital spending.', 'We intend to finance our future capital expenditures primarily through cash flows provided by operating activities, borrowings under our revolving credit facilities and cash settlements of derivative contracts; however, our financing needs may require us to alter or increase our capitalization substantially through the issuance of additional debt or equity securities or the sale of non-strategic assets.', 'The issuance of additional debt or equity may require that a portion of our cash flows provided by operating activities be used for the payment of principal and interest on our debt, thereby reducing our ability to use cash flows to fund working capital, capital expenditures and acquisitions or to pay dividends.']"
97,16,97_discussion analysis_analysis_analysis financial_discussion,"['discussion analysis', 'analysis', 'analysis financial', 'discussion', 'managements discussion', 'managements', 'item managements', 'item', 'capital resources', 'management discussion', 'condition results', 'item management']","['Please see Part II, Item 7. Managements Discussion and Analysis of Financial Condition and Results of OperationsLiquidity and Capital Resources.', 'Please see Part II, Item 7. Managements Discussion and Analysis of Financial Condition and Results of OperationsLiquidity and Capital Resources.', 'See Item 2. Managements Discussion and Analysis of Financial Condition and Results of OperationsGeneralCOVID-19.']"
98,16,98_laws_regulations_interpreted_changes,"['laws', 'regulations', 'interpreted', 'changes', 'laws regulations', 'sites', 'new', 'new regulations', 'legal', 'environmental laws', 'changes laws', 'regard']","['If existing laws and regulations with regard to hydraulic fracturing are revised or reinterpreted or if new laws and regulations become applicable to our operations through judicial or administrative actions, our business, financial condition, results of operations and cash flows could be adversely affected.', 'In addition, if existing laws and regulations with regard to hydraulic fracturing are revised or reinterpreted or if new laws and regulations become applicable to our operations through judicial or administrative actions, our business, financial condition, results of operations and cash flows could be adversely affected.', 'Even in countries with well-developed legal systems where ExxonMobil does business, we remain exposed to changes in law or interpretation of settled law (including changes that result from international treaties and accords) that could adversely affect our results, such as: increases in taxes, duties, or government royalty rates (including retroactive claims); price controls; changes in environmental regulations or other laws that increase our cost of compliance or reduce or delay available business opportunities (including changes in laws affecting offshore drilling operations, water use, methane emissions, hydraulic fracturing or use of plastics); actions by regulators or other political actors to delay or deny necessary licenses and permits or restrict the transportation of our products; adoption of regulations mandating efficiency standards, the use of alternative fuels or uncompetitive fuel components; adoption of government payment transparency regulations that could require us to disclose competitively sensitive commercial information, or that could cause us to violate the non-disclosure laws of other countries; andgovernment actions to cancel contracts, re-denominate the official currency, renounce or default on obligations, renegotiate terms unilaterally, or expropriate assets.']"
99,15,99_dependent digital_digital_increasingly dependent_dependent,"['dependent digital', 'digital', 'increasingly dependent', 'dependent', 'digital technologies', 'increasingly', 'industry increasingly', 'technologies', 'certain exploration', 'gas industry', 'conduct', 'digital technology']","['The oil and gas industry is increasingly dependent on digital and industrial control technologies to conduct certain exploration, development and production activities.', 'The oil and gas industry has become increasingly dependent on digital technologies to conduct daytoday operations including certain exploration, development and production activities.', 'The oil and natural gas industry has become increasingly dependent on digital technologies to conduct exploration, development, and production activities.']"
100,15,100_leases_expire_acreage_units,"['leases', 'expire', 'acreage', 'units', 'unless', 'acres', 'established', 'primary', 'containing', 'expire years', 'covering', 'spacing units']","['The leases for our net acreage not held by production will expire at the end of their primary term unless production is established in paying quantities under the units containing these leases, the leases are held beyond their primary terms undercontinuous drillingprovisions or the leases are renewed.', 'Unless production is established within the spacing units covering the undeveloped acres on which some of the locations are identified, the leases for such acreage will expire.', 'Certain of our undeveloped leasehold acreage is subject to leases that will expire over the next several years unless production is established on units containing the acreage, the primary term is extended throughcontinuous drillingprovisions or the leases are renewed.']"
101,15,101_immaterial_additional risks_currently consider_known currently,"['immaterial', 'additional risks', 'currently consider', 'known currently', 'currently', 'consider', 'risks described', 'known', 'risks', 'presently', 'ones', 'described']","['Our business could also be affected by additional risks and uncertainties not currentlyknown to us or that we currently consider to be immaterial.', 'Additional risks not presently known to us or which we currently consider immaterial also may adversely affect us.', 'Additional risks not presently known to us or which we currently consider immaterial may also adversely affect us.']"
102,15,102_operating data_data_record_process record,"['operating data', 'data', 'record', 'process record', 'record financial', 'communicate', 'financial operating', 'analyze', 'digital', 'data communicate', 'digital technology', 'seismic']","['We depend on digital technology, including information systems and related infrastructure as well as cloud applications and services, to process and record financial and operating data and to communicate with our employees and business partners.', 'We depend on digital technology, including information systems and related infrastructure as well as cloud application and services, to store, transmit, process and record sensitive information (including trade secrets, employee information and financial and operating data), communicate with our employees and business partners, analyze seismic and drilling information, estimate quantities of oil and gas reserves and for many other activities related to our business.', 'We depend on digital technology, including information systems and related infrastructure as well as cloud application and services, to process and record financial and operating data, communicate with our employees and business partners, analyze seismic and drilling information, estimate quantities of oil and gas reserves and for many other activities related to our business.']"
103,15,103_domestic_opec_foreign_price availability,"['domestic', 'opec', 'foreign', 'price availability', 'global', 'availability', 'conditions', 'foreign governmental', 'affecting', 'supply', 'advances affecting', 'factors include']","['These factors include, but are not limited to, the following: changes in supply and demand for oil and natural gas; the actions of the Organization of the Petroleum Exporting Countries; speculation as to the future price of oil and natural gas and the speculative trading of oil and natural gas futures contracts; global economic conditions; political and economic conditions, including embargoes in oilproducing countries or affecting other oilproducing activities, particularly in the Middle East, Africa, Russia and Central and South America; 45Table of Contents the continued threat of terrorism and the impact of military and other action, including US. military operations in the Middle East; the level of global oil and natural gas exploration and production activity; the level of global oil inventories and oil refining capacities; weather conditions and natural or manmade disasters; technological advances affecting energy consumption; governmental regulations and taxation policies; proximity and capacity of transportation facilities; the development and exploitation of alternative fuels or energy sources; the price and availability of competitors supplies of oil and natural gas; andthe price, availability or mandated use of alternative fuels or energy sources.', 'These factors include, but are not limited to, the following: the domestic and foreign supply of, and demand for, oil and natural gas; the actions of OPEC+ and state-controlled oil companies relating to oil price and production controls; the prices and availability of competitors supplies of oil and natural gas; the price and quantity of foreign imports; the impact of US. dollar exchange rates; domestic and foreign governmental regulations and taxes; speculative trading of oil and natural gas futures contracts; the availability, proximity and capacity of gathering, processing and transportation systems for oil, natural gas and NGLs and gathering and disposal systems for produced water; the availability of refining capacity; the prices and availability of alternative fuel sources; weather conditions and natural disasters; political conditions in or affecting oil and natural gas producing regions or countries, including the United States, the Middle East, South America and Russia; domestic or global health concerns, including the outbreak of contagious or pandemic diseases, such as COVID-19; the continued threat of terrorism and the impact of military action and civil unrest; public pressure on, and legislative and regulatory interest within, federal, state and local governments to stop, significantly limit or regulate oil and natural gas operations, including hydraulic fracturing activities; the level of global oil and natural gas inventories and exploration and production activity; the impact of energy conservation efforts; technological advances affecting energy consumption; andoverall worldwide economic conditions.', 'These factors include the following: worldwide and regional economic conditions impacting the global supply and demand for crude oil, natural gas and NGLs; the actions of the Organization of Petroleum Exporting Countries (OPEC) and other non-OPEC oil-producing countries, including Russia; 33Table of Contentsthe price and quantity of imports of foreign crude oil, natural gas and NGLs; political conditions in or affecting other crude oil, natural gas and NGL producing countries, including the current conflicts in and among the Middle East and conditions in South America, China, India and Russia; the level of global exploration and production; the level of global crude oil, natural gas and NGL inventories; events that impact global market demand, including impacts from global health epidemics and concerns, such as the COVID-19 pandemic, which has reduced and may continue to reduce demand for crude oil, natural gas and NGLs because of reduced economic activity; localized supply and demand fundamentals and regional, domestic and international transportation availability; weather conditions and natural disasters; domestic and foreign governmental regulations and policies, including environmental requirements; speculation as to future commodity prices and the speculative trading of crude oil and natural gas futures contracts; stockholder activism or activities by non-governmental organizations to limit certain sources of funding for the energy sector or restrict the exploration, development and production of crude oil, natural gas and NGLs and related infrastructure; price and availability of competitors supplies of crude oil, natural gas and NGLs; technological advances affecting energy consumption; andthe price and availability of alternative fuels.']"
104,15,104_consolidated financial_statements_financial statements_note,"['consolidated financial', 'statements', 'financial statements', 'note', 'consolidated', 'included annual', 'annual report', 'additional information', 'report', 'annual', 'included', 'information']","['See Note 13 to our consolidated financial statements included elsewhere in this Annual Report for additional information.', 'See Note 7 to our consolidated financial statements included elsewhere in this Annual Report for additional information regarding our debt and borrowing base.', 'See Note 7 to our consolidated financial statements included elsewhere in this Annual Report for additional information regarding our debt and borrowing base.']"
105,14,105_species_wildlife_endangered_drilling activities,"['species', 'wildlife', 'endangered', 'drilling activities', 'threatened', 'restrictions drilling', 'various wildlife', 'protect various', 'permanent', 'areas', 'seasonal', 'designed protect']","['Restrictions on drilling activities intended to protect certain species of wildlife may adversely affect our ability to conduct drilling activities in some of the areas where we operate.', 'Oil and natural gas operations in certain of our operating areas can be adversely affected by seasonal or permanent restrictions on drilling activities designed to protect various wildlife.', 'Participation in such agreements or the designation of previously unprotected species as threatened or endangered species could prohibit drilling or other operations in certain of our operating areas, cause us to incur increased costs arising from species protection measures or result in limitations on our exploration and production and midstream activities, each of which could have an adverse impact on our business, financial condition, results of operations and cash flows.']"
106,14,106_substantially greater_competitors_greater_possess employ,"['substantially greater', 'competitors', 'greater', 'possess employ', 'competitors possess', 'possess', 'financial technical', 'resources', 'employ', 'substantially', 'personnel resources', 'greater resources']","['Many of our competitors possess and employ financial, technical and personnel resources substantially greater than us, which can be particularly important in the areas in which we operate.', 'Many of our competitors possess and employ financial, technical and personnel resources substantially greater than ours.', 'Many of our competitors possess and employ financial, technical and personnel resources substantially greater than ours.']"
107,14,107_sufficient_make repayments_repayments_repay,"['sufficient', 'make repayments', 'repayments', 'repay', 'indebtedness', 'sufficient funds', 'funds make', 'accelerated', 'senior', 'assets sufficient', 'facility', 'secured credit']","['We may not have sufficient funds to make such repayments.', 'If we are forced to do so, we may not have sufficient funds to make such repayments.', 'If we are forced to do so, we may not have sufficient funds to make such repayments.']"
108,14,108_terms_favorable_able obtain_equity financing,"['terms', 'favorable', 'able obtain', 'equity financing', 'financing available', 'financing', 'needed', 'able', 'favorable terms', 'satisfactory terms', 'debt equity', 'satisfactory']","['Risks Related to our Indebtedness and Hedging ActivitiesWe have substantial capital requirements, and we may not be able to obtain needed financing on satisfactory terms, if at all.', 'We may not be able to obtain debt or equity financing on terms favorable to us or at all.', 'If additional capital is needed, we may not be able to obtain debt or equity financing on terms favorable to us, or at all.']"
109,14,109_midstream_investment equitrans_downtime_produced natural,"['midstream', 'investment equitrans', 'downtime', 'produced natural', 'value investment', 'equitrans midstream', 'operations midstream', 'midstream service', 'equitrans', 'volumes', 'interruptions', 'midstream facilities']","['If any such increase in costs occurs, if any of these pipelines or other midstream facilities become unable to receive, transport, process or dispose of product, or if the volumes San Mateo gathers, processes or transports do not meet the product quality requirements of such pipelines or facilities, our and San Mateos revenues and cash flows could be adversely affected.', 'For example, although the negative effects on crude oil pricing have been more significant than effects on natural gas to date, the operations of our midstream service providers, on whom we rely for the transmission, gathering and processing of a significant portion of our produced natural gas may be disrupted or suspended in response to containing the outbreak, and/or the economic challenges may lead to a reduction in capacity or closing of the facilities and infrastructure of our midstream service providers, which may result in substantial discounts in the prices we receive for our produced natural gas or result in the shut-in of producing wells or the delay or discontinuance of development plans for our properties.', ""The value of our investment in Equitrans Midstream may be adversely affected by negative changes in its results of operations, cash flows and financial position, which may occur as a result of the many risks attendant with operating in the midstream industry, including loss of gathering and transportation volumes, the effect of laws and regulations on the operation of its business and development of its assets, increased competition, loss of contracted volumes, adverse rate-making decisions, policies and rulings by the FERC, pipeline safety rulemakings initiated or finalized by the Department of Transportation's Pipeline and Hazardous Materials Safety Administration, delays in the timing of, or the failure to complete, expansion projects, lack of access to capital and operating risks and hazards.""]"
110,13,110_co2_co2 eor_eor_eor operations,"['co2', 'co2 eor', 'eor', 'eor operations', 'latest', 'completion techniques', 'operations involve', 'unconventional', 'plan including', 'occidentals co2', 'development plan', 'completion']","['Future oil production from its CO2 EOR operations is dependent on the timing, volumes and location of CO2 injections and, in particular, Occidentals ability to obtain sufficient volumes of CO2.', 'Our operations involve utilizing the latest drilling and completion techniques as developed by us and our service providers in order to maximize cumulative recoveries and therefore generate the highest possible returns.', 'Many of our operations involve utilizing the latest drilling and completion techniques as developed by us, other operators and our service providers in order to maximize production and ultimate recoveries and therefore generate the highest possible returns.']"
111,13,111_equipment_cost drilling_delays_drilling rigs,"['equipment', 'cost drilling', 'delays', 'drilling rigs', 'construction', 'overruns', 'rigs', 'cost', 'supplies', 'delays cost', 'oilfield services', 'cost overruns']","['Further, many factors may curtail, delay or cancel our scheduled drilling projects, including the following: shortages of or delays in obtaining equipment and qualified personnel; facility or equipment malfunctions and/or failure; unexpected operational events, including accidents; pressure or irregularities in geological formations; adverse weather conditions, such as blizzards, ice storms and floods; reductions in crude oil, natural gas and NGL prices; delays imposed by or resulting from compliance with regulatory requirements; proximity to and capacity of transportation facilities; title problems; andlimitations in the market for crude oil and natural gas.', 'The development schedule of oil and natural gas projects, including the availability and cost of drilling rigs, equipment, supplies, personnel and oilfield services, is subject to delays and cost overruns.', 'These factors may include, but are not limited to: unexpected adverse drilling or completion conditions; title problems; disputes with owners or holders of surface interests on or near areas where we operate; pressure or geologic irregularities in formations; engineering and construction delays; equipment failures or accidents; hurricanes, tornadoes, flooding, or other adverse weather conditions; governmental permitting delays; compliance with environmental and other governmental requirements; andshortages or delays in the availability of or increases in the cost of drilling rigs and crews, fracture stimulation crews and equipment, pipe, chemicals, water, sand, and other supplies.']"
112,13,112_operating expenses_taxes_expenses_expenditures operating,"['operating expenses', 'taxes', 'expenses', 'expenditures operating', 'development expenditures', 'vary', 'expenditures taxes', 'vary estimates', 'taxes availability', 'expenses capital', 'availability funds', 'drilling operating']","['Actual future production, oil and natural gas prices, revenues, taxes, development expenditures, operating expenses and quantities of recoverable oil and natural gas most likely will vary from our estimates.', '40Table of Contents Actual future production, oil and natural gas prices, revenues, taxes, development expenditures, operating expenses and quantities of recoverable oil and natural gas reserves will vary from our estimates.', 'Actual future production, crude oil and natural gas prices, revenues, taxes, development expenditures, operating expenses and quantities of recoverable oil and natural gas reserves will vary from our estimates.']"
113,13,113_strategic relationships_relationships_strategic_guarantee able,"['strategic relationships', 'relationships', 'strategic', 'guarantee able', 'diminish', 'circumstances change', 'respond changes', 'plan', 'ability achieve', 'recognize', 'optimal', 'economic circumstances']","['Strategic relationships upon which we may rely are subject to change, which may diminish our ability to conduct our operations.', 'Moreover, economic or other circumstances may change from those contemplated by our 2021 plan, and our failure to recognize or respond to those changes may limit our ability to achieve our objectives.', 'Moreover, economic or other circumstances may change from those contemplated by our business plan, and our failure to recognize or respond to those changes may limit our ability to achieve our objectives.']"
114,13,114_mmbld_2021_cuts_30,"['mmbld', '2021', 'cuts', '30', '38', '43', 'year end', 'february march', 'march 2021', '3395', '3395 january', '94']","['7 MMBLD were made from August and December 2020.', '2 MMBLD in January 2021 and 7.', '0 MMBLD cut in February and March 2021.']"
115,13,115_companies able_able offer_offer_retain qualified,"['companies able', 'able offer', 'offer', 'retain qualified', 'personnel', 'attract retain', 'number properties', 'bid', 'able', 'qualified personnel', 'professionals', 'attract']","['In addition, other companies may be able to offer better compensation packages to attract and retain qualified personnel than we are able to offer.', 'In addition, other companies may be able to offer better compensation packages to attract and retain qualified personnel than we are able to offer.', 'In addition, companies may be able to offer better compensation packages to attract and retain qualified personnel than we are able to offer.']"
116,13,116_expenditures_continue incur_environmental laws_incur substantial,"['expenditures', 'continue incur', 'environmental laws', 'incur substantial', 'significant expenditures', 'laws', 'expect continue', 'laws regulations', 'require significant', 'comply', 'environmental', 'substantial capital']","['We may be required to make large expenditures to comply with governmental laws and regulations, particularly in respect of the following matters: licenses for drilling operations; tax increases, including retroactive claims; unitization of oil accumulations; local content requirements (including the mandatory use of local partners and vendors); andsafety, health and environmental requirements, liabilities and obligations, including those related to remediation, investigation or permitting.', 'Legal and Regulatory Risks We expect to continue to incur substantial capital expenditures and operatingcosts as a result of our compliance with existing and future environmentallaws and regulations.', 'We expect to continue to incur substantial capital expenditures and operating costs as a result of our compliance with existing and future environmental laws and regulations.']"
117,13,117_anti_corrupt_corrupt practices_foreign corrupt,"['anti', 'corrupt', 'corrupt practices', 'foreign corrupt', 'practices act', 'anti corruption', 'bribery', 'corruption', 'anti bribery', 'officials', 'act', 'violated']","['Any determination that we have violated or are responsible for violations of anti-bribery, trade control, trade sanctions or anti-corruption laws could have a material adverse effect on our financial condition.', 'We may be exposed to assertions concerning or liabilities under the US. Foreign Corrupt Practices Act and other anticorruption laws, and any such assertions or determination that we violated the US. Foreign Corrupt Practices Act or other such laws could result in significant costs to Kosmos and have a material adverse effect on our business.', 'Additionally, because of the numerous countries in which the Company operates, certain other risks exist, including the application of the US. Foreign Corrupt Practices Act, the Canada Corruption of Foreign Officials Act, the Brazil Clean Companies Act, the Mexico General Law of the National Anti-Corruption System, and other similar anti-corruption compliance statutes.']"
118,13,118_million_outstanding_million outstanding_outstanding borrowings,"['million', 'outstanding', 'million outstanding', 'outstanding borrowings', '700', 'borrowing', 'borrowings', 'available borrowing', 'borrowing commitment', 'elected borrowing', 'elected', 'borrowing capacity']","['0 million in outstanding borrowings under, and approximately $45.', '0 million of outstanding borrowings under our Credit Agreement and $965.', '0 million of outstanding borrowings and $6.']"
119,13,119_seismic activity_activity_seismic_regulatory agencies,"['seismic activity', 'activity', 'seismic', 'regulatory agencies', 'induced seismicity', 'induced', 'seismicity', 'possible', 'injection', 'agencies', 'focused', 'wells used']","['Further, state and federal regulatory agencies have focused on a possible connection between the operation of injection wells used for oil and gas waste disposal and seismic activity in recent years.', 'State and federal regulatory agencies recently have focused on a possible connection between the operation of injection wells used for produced water disposal and the increased occurrence of seismic activity.', 'State and federal regulatory agencies have recently focused on a possible connection between hydraulic fracturing-related activities, particularly the underground injection of wastewater into disposal wells, and the increased occurrence of seismic activity, and regulatory agencies at all levels are continuing to study the possible linkage between oil and gas activity and induced seismicity.']"
120,13,120_permits_conduct business_conduct_delays operations,"['permits', 'conduct business', 'conduct', 'delays operations', 'delays', 'ability profitably', 'impede', 'enactment', 'ability explore', 'obtaining', 'permit', 'negative public']","['Negative public perception could cause the permits we need to conduct our operations to be withheld, delayed, or burdened by requirements that restrict our ability to profitably conduct our business.', 'Delays in obtaining regulatory approvals and drilling permits, including delays that jeopardize our ability to realize the potential benefits from leased properties within the applicable lease periods, the failure to obtain a drilling permit for a well, or the receipt of a permit with unreasonable conditions or costs could have a materially adverse effect on our ability to explore or develop our properties.', 'If we fail to obtain, maintain or renew permits in a timely manner or at all (due to opposition from partners, community or environmental interest groups, governmental delays or other reasons), or if we face additional requirements imposed as a result of changes in or enactment of laws or regulations, such failure to obtain, maintain or renew permits or such changes in or enactment of laws or regulations could impede or affect our operations, which could have a material adverse effect on our results of operations and financial condition.']"
121,12,121_actual_timing_timing actual_actual future,"['actual', 'timing', 'timing actual', 'actual future', 'regulations taxation', 'future net', 'actual production', 'factors actual', 'net revenues', 'net', 'reserves actual', 'actual prices']","['The timing of both our production and our incurrence of expenses in connection with the development and production of oil and gas properties will affect the timing and amount of actual future net revenues from proved reserves, and thus their actual present value.', 'Actual future net revenues from our oil and natural gas assets will be affected by factors such as: actual prices we receive for oil and natural gas; actual cost of development and production expenditures; derivative transactions; the amount and timing of actual production; andchanges in governmental regulations or taxation.', 'Actual future net revenues from our oil and gas properties will be affected by factors such as: actual prices we receive for crude oil and natural gas; actual cost of development and production expenditures; the amount and timing of actual production; andchanges in governmental regulations or taxation.']"
122,12,122_convertible notes_convertible_charge earnings_non cash,"['convertible notes', 'convertible', 'charge earnings', 'non cash', 'charge', 'constitutes', 'notes', 'component', 'cash charge', 'certain exceptions', 'financial results', 'amortization']","['A write-down constitutes a non-cash charge to earnings.', ""The effect on the accounting for the Convertible Notes is that the equity component is required to be included in additional paid-in capital of shareholders' equity on our Condensed Consolidated Balance Sheet, and the value of the equity component is treated as a debt discount for purposes of accounting for the debt component of the Convertible Notes."", 'Accordingly, we will be required to record a greater amount of non-cash interest expense in current and future periods as a result of the amortization of the discounted carrying value of the Convertible Notes to their face amount over the term of the Convertible Notes.']"
123,12,123_negatively impacts_delays_delays cost_project,"['negatively impacts', 'delays', 'delays cost', 'project', 'operations cash', 'results operations', 'impacts', 'cash flows', 'flows', 'delay', 'negatively', 'effect']","['Delays or cost increases related to capital spending programs could negatively impact our results of operations, cash flows and our return on capital employed.', 'Construction of midstream projects subjects us to risks of construction delays, cost over-runs, limitations on our growth and negative effects on our financial condition, results of operations, cash flows and liquidity.', 'If one or more of these factors negatively impacts a project partners cash flows or ability to obtain adequate financing, it could result in a delay or cancellation of a project, resulting in a reduction of the Companys reserves and production, which negatively impacts the timing and receipt of planned cash flows and expected profitability.']"
124,12,124_frequency_frequency severity_increased frequency_severity,"['frequency', 'frequency severity', 'increased frequency', 'severity', 'sea', 'sea levels', 'weather', 'storms', 'weather events', 'extreme', 'rising', 'climate']","['These changes can include extreme variability in weather patterns such as increased frequency and severity of significant weather events (e. g. flooding, hurricanes and tropical storms), natural hazards (e. g. , increased wildfire risk), rising mean temperature and sea levels, and long-term changes in precipitation patterns (e. g. drought, desertification, or poor water quality).', 'Moreover, it should be noted that scientists have predicted that increasing concentrations of greenhouse gases in the earths atmosphere may produce climate changes that increase significant weather events, such as increased frequency and severity of storms, droughts, and floods and other climatic events.', 'Scientists have predicted that increasing concentrations of GHGs in the earths atmosphere may produce climate changes that have significant physical effects, such as increased frequency and severity of storms, droughts, and floods and other climatic events.']"
125,12,125_foran___,"['foran', '', '', '', '', '', '', '', '', '', '', '']","['5 to 1.', '5 to 1.', 'Foran.']"
126,12,126_emissions_emission_allowances_ghg emissions,"['emissions', 'emission', 'allowances', 'ghg emissions', 'install new', 'ghg', 'emission controls', 'new regulatory', 'install', 'control systems', 'increased costs', 'incur increased']","['Adoption of any such laws or regulations could increase our costs to operate and maintain our facilities and could require us to install new emission controls on our facilities, acquire allowances for our GHG emissions, pay taxes related to our GHG emissions and administer and manage a GHG emissions program, and such increased costs could be significant.', 'The adoption of legislation or regulatory programs to reduce GHG emissions could require us to incur increased operating costs, such as costs to purchase and operate emissions control systems, to acquire emissions allowances or comply with new regulatory requirements.', 'The adoption of legislation or regulatory programs to reduce greenhouse gas emissions could require us to incur increased operating costs, such as costs to purchase and operate emissions control systems, to acquire emissions allowances or to comply with new regulatory or reporting requirements.']"
127,11,127_sofr_libor_rate_financing rate,"['sofr', 'libor', 'rate', 'financing rate', 'reference', 'recommended', 'methodologies', 'secured', 'usd', 'usd libor', 'transition', 'replacement']","['Financial industry working groups are developing replacement rates, such as the Secured Overnight Financing Rate (SOFR) discussed below, and methodologies to transition existing agreements that depend on LIBOR as a reference rate; however, we can provide no assurance that market-accepted rates and transition methodologies will be available and finalized at the time of LIBOR cessation.', '19Table of ContentsIn 2018, the Alternative Reference Rates Committee (ARRC), a group of private-market participants convened by the Federal Reserve Board and the New York Fed, recommended an alternative to LIBOR, the Secured Overnight Financing Rate (SOFR).', 'The Alternative Reference Rates Committee, a group of market participants convened under the auspices of the US. Federal Reserve Board and other US. regulators, has recommended the Secured Overnight Financing Rate (SOFR), calculated based on repurchase agreements backed by treasury securities, as its recommended alternative benchmark rate to replace USD LIBOR.']"
128,11,128_threats_procedures controls_assurance_incidents attacks,"['threats', 'procedures controls', 'assurance', 'incidents attacks', 'procedures', 'controls', 'attacks', 'preventing', 'cybersecurity program', 'sufficient prevent', 'controls monitor', 'security']","['There can be no assurance that the systems we have designed to prevent or limit the effects of cyber incidents or attacks will be sufficient to prevent or detect material consequences arising from such incidents or attacks, or to avoid a material adverse impact on our systems after such incidents or attacks do occur.', 'Although we utilize various procedures and controls to monitor these threats and mitigate our exposure to such threats, there can be no assurance that these procedures and controls will be sufficient in preventing security threats from materializing.', 'Although we utilize various procedures and controls to monitor and protect against these threats and to mitigate our exposure to such threats, there can be no assurance that these procedures and controls will be sufficient in preventing security threats from materializing.']"
129,11,129_item 1a_1a_item_statements item,"['item 1a', '1a', 'item', 'statements item', 'refer note', '23table', 'note consolidated', 'refer', 'note', 'consolidated financial', 'contents', 'financial statements']","['ITEM 1A.', 'ITEM 1A.', 'ITEM 1A.']"
130,11,130_water_significant quantities_hydraulic_hydraulic fracturing,"['water', 'significant quantities', 'hydraulic', 'hydraulic fracturing', 'fracturing', 'drilling hydraulic', 'component', 'essential', 'use significant', 'production drilling', 'requires use', 'addition hydraulic']","['Water is an essential component of both the drilling and hydraulic fracturing processes.', 'Water is an essential component of shale crude oil and natural gas production during both the drilling and hydraulic fracturing processes.', 'The hydraulic fracturing process on which we and others in our industry depend to complete wells that will produce commercial quantities of oil, gas, and NGLs requires the use and disposal of significant quantities of water.']"
131,11,131_excessive_obtain insurance_available insurance_elect,"['excessive', 'obtain insurance', 'available insurance', 'elect', 'presented', 'risks generally', 'relative', 'insurance', 'pollution environmental', 'environmental risks', 'believe', 'pollution']","['Also, we may elect not to obtain insurance if we believe that the cost of available insurance is excessive relative to the risks presented.', 'We may elect not to obtain insurance if we believe that the cost of available insurance is excessive relative to the risks presented.', 'In addition, pollution and environmental risks generally are not fully insurable, and we may elect not to obtain insurance for any or all of these risks if we believe that the cost of available insurance is excessive relative to the risks presented.']"
132,11,132_properties geographically_geographically concentrated_geographically_basin,"['properties geographically', 'geographically concentrated', 'geographically', 'basin', 'producing properties', 'texas', 'producing', 'concentrated', 'shale', 'drilling producing', 'appalachian', 'allocation wells']","['Our producing properties are geographically concentrated in the Marcellus Shale in northeast Pennsylvania.', 'Our producing properties are geographically concentrated in the Permian Basin.', 'Substantially all of our producing properties are geographically concentrated in the Appalachian Basin.']"
133,11,133_directors_board directors_board_stockholders,"['directors', 'board directors', 'board', 'stockholders', 'amended restated', 'restated', 'amended', 'preferred stock', 'meetings', 'preferred', 'voting', 'stockholder']","['Our amended and restated certificate of incorporation and amended and restated bylaws may delay or prevent a merger or acquisition that a stockholder may consider favorable by permitting our board of directors to issue one or more series of preferred stock, requiring advance notice for stockholder proposals and nominations, and placing limitations on convening stockholder meetings.', 'Our amended and restated certificate of incorporation authorizes our board of directors to issue preferred stock without any further vote or action by the stockholders.', 'In addition, some provisions of our amended and restated certificate of incorporation and amended and restated bylaws could make it more difficult for a third party to acquire control of us, even if the change of control would be beneficial to our stockholders, including: limitations on the ability of our stockholders to call special meetings; a separate vote of 75% of the voting power of the outstanding shares of capital stock in order for stockholders to amend the bylaws in certain circumstances; our board of directors is divided into three classes with each class serving staggered three-year terms; stockholders do not have the right to take any action by written consent; andadvance notice provisions for stockholder proposals and nominations for elections to the board of directors to be acted upon at meetings of stockholders.']"
134,11,134_data_personal_data protection_privacy,"['data', 'personal', 'data protection', 'privacy', 'regulations standards', 'data information', 'protection laws', 'california', 'data subject', 'sensitive confidential', 'information', 'gdpr']","['We are subject to a number of privacy and data protection laws, rules and directives (collectively, data protection laws) relating to the processing of personal data.', 'This data is subject to governmental regulation at the federal, state, international, national, provincial and local levels in many areas of our business, including data privacy and security laws such as the European Union (EU) General Data Protection Regulation (GDPR) and the California Consumer Privacy Act (CCPA).', 'We may have access to sensitive, confidential, proprietary or personal data or information in certain of our businesses that is or may become subject to various data privacy and security laws, regulations, standards, contractual obligations or customer-imposed controls in the jurisdictions in which we operate.']"
