Topic,Count,Name,Representation,Representative_Docs
68,32,68_monitoring_application performance_performance monitoring_security monitoring,"['monitoring', 'application performance', 'performance monitoring', 'security monitoring', 'performance', 'real time', 'log', 'log management', 'application', 'experience monitoring']","['For example, in 2017 we launched APM, in 2018 we launched Log Management, in 2019 we launched User Experience Monitoring and Network Performance Monitoring, and in 2020 we launched Security Monitoring, Continuous Profiler and Incident Management.', 'Today, our platform combines infrastructure monitoring, application performance monitoring, log management, user experience monitoring, and network performance monitoring in one integrated data platform.', 'Our platform is also modular and includes infrastructure monitoring, application performance monitoring, log management, user experience monitoring, network performance monitoring, security monitoring, and incident management as well as a range of shared features such as sophisticated dashboards, advanced analytics, collaboration tools and alerting capabilities.']"
69,30,69_publish_analysts_industry analysts_research,"['publish', 'analysts', 'industry analysts', 'research', 'trading volume', 'price trading', 'unfavorable research', 'research business', 'analysts publish', 'coverage']","['Our common stock market price and trading volume could decline if equity or industry analysts do not publish research or publish inaccurate or unfavorable research about our business.', 'Our Class A common stock market price and trading volume could decline if equity or industry analysts do not publish research or publish inaccurate or unfavorable research about our business.', '36 If securities or industry analysts do not publish research or publish inaccurate or unfavorable research about our business, our stock price and trading volume could decline.']"
70,28,70_significant judgment_judgment_determination_judgment required,"['significant judgment', 'judgment', 'determination', 'judgment required', 'provision income', 'determination uncertain', 'tax determination', 'tax', 'income taxes', 'provision']","['In addition, the determination of our worldwide provision for income taxes and other tax liabilities requires significant judgment, and there are many transactions and calculations for which the ultimate tax determination is uncertain.', 'The determination of our worldwide provision for income taxes and other tax liabilities requires significant judgment by management, and there are many transactions where the ultimate tax determination is uncertain.', 'The determination of our worldwide provision for income taxes and other tax liabilities requires significant judgment by management, and there are many transactions where the ultimate tax determination is uncertain.']"
71,27,71_uncertain_remain_remain uncertain_outcome,"['uncertain', 'remain', 'remain uncertain', 'outcome', 'remain unclear', 'unclear', 'unpredictable', 'difficult', 'uncertainty', 'interpretation']","['Aspects of the 63CCPA and its interpretation remain unclear.', 'Aspects of the CCPA and its interpretation and enforcement remain uncertain.', 'Certain aspects of the CCPA and its interpretation remain uncertain and are likely to remain uncertain for an extended period.']"
72,26,72_reit_qualify_qualify reit_income,"['reit', 'qualify', 'qualify reit', 'income', 'assets', 'end calendar', 'qualification', 'federal income', 'calendar quarter', 'fail qualify']","['In order to qualify and maintain our qualification as a REIT, we must, among other things, ensure: that at least 75% of our gross income each year is derived from certain real estate related sources; that at least 75% of the value of our assets consists of cash, cash items, government securities and qualified REIT real estate assets, including certain mortgage loans and certain kinds of MBS, at the end of each calendar quarter; that the remainder of our investment in securities generally cannot include more than 10% of the outstanding voting securities of any one issuer, or more than 10% of the total value of the outstanding securities of any one issuer; andthat no more than 5% of the value of our assets can consist of securities of any one issuer.', 'If we fail to qualify as a REIT in any tax year, then: ARMOUR Residential REIT, Inc.Risk Factors (continued)23we would be taxed as a regular domestic corporation, which, among other things, means that we would be unable to deduct distributions to stockholders in computing taxable income and would be subject to federal income tax on our net income at regular corporate rates; any resulting tax liability could be substantial and would reduce the amount of cash available for distribution to stockholders and could force us to liquidate assets at inopportune times, causing lower income or higher losses than would result if these assets were not liquidated; andunless we were entitled to relief under applicable statutory provisions, we would be disqualified from treatment as a REIT for the subsequent four taxable years following the year during which we lost our qualification and thus, our cash available for distribution to our stockholders would be reduced for each of the years during which we do not qualify as a REIT.', 'To qualify as a REIT, we must ensure that at the end of each calendar quarter, at least 75% of the value of our assets consists of cash, cash items, government securities and qualified REIT real estate assets, including certain mortgage loans and certain kinds of MBS.']"
73,25,73_libor_rate_reference_benchmark,"['libor', 'rate', 'reference', 'benchmark', 'fca', 'benchmark rate', 'alternative reference', 'alternative', 'reference rate', 'financing rate']","['On July 27, 2017, the United Kingdoms Financial Conduct Authority, which regulates LIBOR, announced that it intends to phase out LIBOR by the end of 2021.', 'On November 30, 2020, the ICE Benchmark Administration (IBA), the FCA-regulated LIBOR administrator, announced its intention to (i) consult on LIBOR cessation in December 2020 and, (ii) to the extent confirmed during such consultation, to cease the one-week and two-month United States Dollar (USD)-LIBOR tenors by December 31, 2021, and to cease all other USD-LIBOR tenors by June 30, 2023.', 'As a result, while the FCA and the submitting LIBOR banks have indicated they will support the LIBOR indices through 2021 to allow for an orderly transition to an alternative reference rate, it is possible that beginning in 2022, LIBOR will no longer be available as a reference rate.']"
74,23,74_tax authorities_tax returns_tax_revenue service,"['tax authorities', 'tax returns', 'tax', 'revenue service', 'authorities', 'internal revenue', 'examination', 'various jurisdictions', 'returns', 'examination income']","['In addition, we are generally subject to the continuous examination of our income tax returns by the Internal Revenue Service, and other tax authorities.', 'In addition, we are subject to the continuous examination of our income tax returns by the Internal Revenue Service and other tax authorities.', 'In addition, we are subject to the continuous examination of our income tax returns by the Internal Revenue Service and other tax authorities.']"
75,20,75_uranium_uranium vanadium_vanadium_energy,"['uranium', 'uranium vanadium', 'vanadium', 'energy', 'nuclear', 'price uranium', 'rees', 'prices', 'electricity', 'vanadium prices']","['30Other factors relating to the price of uranium, vanadium and REEs include: levels of supply and demand for a broad range of industrial products; substitution of new or different products in critical applications for our existing products; expectations with respect to the rate of inflation; the relative strength of the US. dollar and of certain other currencies; interest rates; global or regional political or economic crises; regional and global economic conditions; and sales of uranium, vanadium and REE carbonate by holders in response to such factors.', 'We market uranium in direct competition with supplies available from a relatively small number of uranium mining companies, from nationalized uranium companies, from uranium produced as a byproduct of other mining operations, from excess inventories, including inventories made available from decommissioning of nuclear weapons, from reprocessed uranium and plutonium, from used reactor fuel, and from the use of excess Russian enrichment capacity to re-enrich depleted uranium tails.', 'The price of our securities is also likely to be significantly affected by short-term changes in uranium and vanadium prices, changes in industry forecasts of uranium and vanadium prices, other mineral prices including oil and natural gas, currency exchange fluctuation, or in our financial condition or results of operations as reflected in our periodic earnings reports.']"
76,19,76_standards changes_restructuring_standards_required,"['standards changes', 'restructuring', 'standards', 'required', 'changes', 'reflect new', 'new enhance', 'required change', 'change accounting', 'existing systems']","['As a result of new standards, or changes to existing standards, and changes in their interpretation, we might be required to change our accounting policies, alter our operational policies and implement new or enhance existing systems so that they reflect new or amended financial reporting standards, or we may be required to restate our published financial statements.', 'As a result of new standards, or changes to existing standards, and changes in their interpretation, we might be required to change our accounting policies, alter our operational policies and implement new or enhance existing systems so that they reflect new or amended financial reporting standards, or we may be required to restate our published financial statements.', 'As a result of new standards, changes to existing standards and changes in their interpretation, we might be required to change our accounting policies, alter our operational policies and implement new or enhance existing systems so that they reflect new or amended financial reporting standards, or we may be required to restate our published financial statements.']"
77,18,77_eu_january_january 31_2020,"['eu', 'january', 'january 31', '2020', 'agreement', '31 2020', 'future relationship', 'brexit', 'united kingdom', 'kingdom']","['On January 30, 2020, the United Kingdom formally withdrew from the EU, commonly referred to as Brexit, and the United Kingdom and EU subsequently entered into a trading agreement effective January 1, 2021.', 'On January 31, 2020, the United Kingdom (""U. K. "") withdrew from the European Union (""EU""), commonly referred to as ""Brexit"".', '25For example, the United Kingdoms withdrawal from the European Union (Brexit) became effective on January 31, 2020 and on December 24, 2020, the United Kingdom and the European Union entered into the EU-UK Trade and Cooperation Agreement, which governs bilateral relations in areas such as trade, intellectual property, and energy.']"
78,18,78_control financial_internal control_procedures internal_financial reporting,"['control financial', 'internal control', 'procedures internal', 'financial reporting', 'disclosure controls', 'controls procedures', 'internal', 'reporting', 'controls', 'procedures']","['The Sarbanes-Oxley Act requires, among other things, that we maintain effective disclosure controls and procedures and internal control over financial reporting.', 'The Sarbanes-Oxley Act requires, among other things, that we maintain effective disclosure controls and procedures and internal control over financial reporting.', 'The Sarbanes-Oxley Act requires, among other things, that we maintain effective disclosure controls and procedures and internal control over financial reporting.']"
79,18,79_background_check_background check_background checks,"['background', 'check', 'background check', 'background checks', 'checks', 'check providers', 'party background', 'dashers', 'providers', 'potential dashers']","['Further, if the background checks conducted by ourthird-partybackground check providers are inaccurate or do not otherwise meet our expectations, unqualified Dashers may be permitted to make deliveries on our platform, and as a result, we may be unable to adequately protect or provide a safe environment for our merchants and consumers and qualified Dashers may be inadvertently excluded from our platform.', 'In addition, if the background checks conducted by ourthird-partybackground check providers do not meet the requirements under applicable laws and regulations, we could face legal liability or negative publicity.', 'In jurisdictions where our industry does not have regulations establishing standards for background checks, we decide on the scope of our background checks and the cadence with which we conduct such background checks.']"
80,18,80_tariffs_china_trade_tensions,"['tariffs', 'china', 'trade', 'tensions', 'imported', 'chinese', 'imports', 'imports china', 'states china', 'united states']","['Since then, additional tariffs have been imposed by the USTR on imports into the United States from China, and China has also imposed tariffs on imports into China from the United States.', 'The US. government has imposed tariffs on a wide range of products and goods manufactured in China and imported into the US. These tariffs are intended to address trade imbalances, which include decreasing imports from China and encouraging increased production of these products in the US. These proposals have, and could continue to, result in increased customs duties and tariffs.', 'General trade tensions between the United States and China have been escalating since 2018, with US. tariffs on Chinese goods and retaliatory Chinese tariffs on US. goods.']"
81,14,81_gdpr_worldwide_20 million_fines,"['gdpr', 'worldwide', '20 million', 'fines', 'percent', 'annual', 'million', 'administrative fines', 'penalties', 'provides']","['For example, if regulators assert that we have failed to comply with the GDPR, we may be subject to fines of up to EUR 20 million or 4% of our worldwide annual revenue, whichever is greater, as well as potential data processing restrictions and penalties for a violation of certain GDPR requirements.', 'The GDPR provides for substantial obligations relating to the handling, storage and other processing of data relating to individuals and administrative fines for violations, which can be up four percent of the previous years annual revenue or 20 million, whichever is higher.', 'Administrative fines under the GDPR can amount up to 20 million Euros or four percent of our worldwide annual revenue for the prior fiscal year, whichever is higher.']"
82,14,82_action litigation_securities class_periods volatility_class action,"['action litigation', 'securities class', 'periods volatility', 'class action', 'securities', 'companys securities', 'volatility', 'instituted', 'market market', 'litigation instituted']","['Securities class action litigation has often been instituted against companies following periods of volatility in the overall market and in the market price of a companys securities.', 'In addition, in the past, following periods of volatility in the overall market and the market price of a particular companys securities, securities class action litigation has often been instituted against these companies.', 'In the past, following periods of volatility in the overall market and the market price of a companys securities, securities class action litigation has often been instituted against public companies.']"
83,12,83_alliance_strategic alliance_alliance partners_alliances,"['alliance', 'strategic alliance', 'alliance partners', 'alliances', 'strategic', 'areas', 'competitors', 'partners', 'companies strategic', 'alliances competitors']","['In addition, current or potential competitors, including financial technology lending platforms and existing or potential bank partners, may also acquire or form strategic alliances with one another, which could result in our competitors being able to offer more competitive loan terms due to their access to lower-cost capital.', 'Companies that are strategic alliance partners in some areas of our business may acquire or form alliances with our competitors, thereby reducing their business with us.', 'Companies that are strategic alliance partners in some areas of our business may acquire or form alliances with our competitors, thereby reducing their business with us.']"
84,12,84_incentives_tax incentives_encourage_various,"['incentives', 'tax incentives', 'encourage', 'various', 'employment', 'financial incentives', 'various times', 'grants', 'subsidies', 'tax']","['We benefit from tax incentives extended to our foreign subsidiaries to encourage investment or employment.', 'Several foreign jurisdictions have granted us tax incentives which require renewal at various times in the future.', 'Tax Incentives.']"
85,11,85_notify_notify individuals_breaches involving_requiring companies,"['notify', 'notify individuals', 'breaches involving', 'requiring companies', 'enacted laws', 'individuals', 'breaches', 'laws requiring', 'security breaches', 'data']","['In addition, many governments have enacted laws requiring companies to notify individuals of data security breaches involving their personal data.', 'Some jurisdictions have also enacted laws requiring companies to notify individuals of data security breaches involving certain types of personal data.', 'Most jurisdictions have enacted laws requiring companies to notify individuals, regulatory authorities, and others of security breaches involving certain types of data.']"
86,11,86_experience managing_public company_limited experience_management team,"['experience managing', 'public company', 'limited experience', 'management team', 'public', 'managing', 'team', 'members', 'qualified', 'company']","['Our management team has limited experience managing a publicly traded company, interacting with public company investors, and complying with the increasingly complex laws pertaining to public companies.', 'Many members of our management team have limited experience managing a publicly traded company, interacting with public company investors, and complying with the increasingly complex laws pertaining to public companies.', 'Most members of our management team have limited experience managing a publicly traded company, interacting with public company investors, and complying with the increasingly complex laws pertaining to public companies.']"
87,10,87_online activities_marketing_social media_content,"['online activities', 'marketing', 'social media', 'content', 'social', 'community', 'public relations', 'engage various', 'connect', 'exchange information']","['Through our network, we provide a wide variety of products that enable our customers to exchange information, conduct business, and engage in various online activities both domestically and internationally.', 'Our marketing efforts currently include referrals, affiliate programs, free or discount trials, partnerships, display advertising, television, billboards, radio, video, direct mail, social media, email, podcasts, hiring and classified advertisement websites, mobile push communications, search engine optimization, and keyword search campaigns.', 'We target the development and IT operations community through our marketing activities, using diverse tactics to connect with prospective customers, such as content marketing, email marketing, events, digital advertising, social media, public relations, partner marketing and community initiatives.']"
88,10,88_spectrum_unlicensed_radio_licensed,"['spectrum', 'unlicensed', 'radio', 'licensed', 'unlicensed radio', 'radio frequency', 'majority products', 'depend availability', 'operators service', 'vast majority']","['The vast majority of our products operate in unlicensed radio frequency (RF) spectrum, which is used by a wide range of devices such as cordless phones, baby monitors, and microwave ovens, and is becoming increasingly crowded.', 'For example, to provide products for network operators and service providers who utilize unlicensed RF spectrum, we may be required to limit their ability to use our products in licensed RF spectrum.', 'The vast majority of our products rely on the availability of specific unlicensed radio frequency spectrum.']"
89,9,89_determine adequacy_regularly assess_examinations determine_assess likelihood,"['determine adequacy', 'regularly assess', 'examinations determine', 'assess likelihood', 'likelihood adverse', 'adequacy', 'likelihood', 'resulting examinations', 'regularly', 'adequacy provision']","['We regularly assess the likelihood of adverse outcomes resulting from these examinations to determine the adequacy of our provision for income taxes.', 'We regularly assess the likelihood of adverse outcomes resulting from these examinations to determine the adequacy of our provision for income taxes.', 'We regularly assess the likelihood of adverse outcomes resulting from these examinations to determine the adequacy of our provision for income taxes.']"
90,9,90_uptime_100_designed operate_interruption including,"['uptime', '100', 'designed operate', 'interruption including', 'interruption', 'products designed', 'enterprise', 'guarantee', 'service level', 'service']","['Customers of our cloud-based products need to be able to access our platform at any time, without interruption or degradation of performance, and we provide them with service-level commitments with respect to uptime.', 'Additionally, our products are designed to operate without interruption, including up to a 100% uptime guarantee for our Business and Enterprise plans.', 'Our customers depend on the continuous availability of our network for the delivery and use of our products, and our products are designed to operate without interruption, including up to 100% uptime guarantee for our Business and Enterprise plans.']"
91,9,91_project_feed_mesa_uranium,"['project', 'feed', 'mesa', 'uranium', 'white mesa', 'white', 'feed materials', 'ree', 'la', 'sal']","['42In addition, the Company is evaluating recovering copper at the White Mesa Mill as a byproduct with uranium from its Pinyon Plain Project.', 'We also recover uranium from processing alternate feed materials at our White Mesa Mill.', 'Our material mineral resources are located at the Nichols Ranch Project, the Alta Mesa Project, the Pinyon Plain Project, the Roca Honda Project, the Sheep Mountain Project, the Henry Mountains Complex, the La Sal Project, and the Daneros Project.']"
92,9,92_divert attention_attention_divert_day,"['divert attention', 'attention', 'divert', 'day', 'attention away', 'away', 'significant attention', 'new obligations', 'management', 'day day']","['These new obligations and constituencies will require significant attention from our senior management and could divert their attention away from theday-to-daymanagement of our business, which could adversely affect our business, financial condition, and results of operations.', 'These new obligations and constituents require significant attention from our management team and may divert their attention away from the day-to-day management of our business, which could harm our business, results of operations, and financial condition.', 'These new obligations and constituents require significant attention from our senior management and could divert their attention away from the day-to-day management of our business, which could harm our business, results of operations, and financial condition.']"
93,9,93_medicare_plans_medicare advantage_advantage plans,"['medicare', 'plans', 'medicare advantage', 'advantage plans', 'advantage', 'medicare plans', 'plans medicare', 'star', 'premiums', 'engaged time']","['Our Medicare Advantage plans and Medicare Part D plans operating results, premium revenue and benefit offerings are likely to continue to be significantly determined by their Star Ratings.', 'The premium rates paid to Medicare Advantage plans and Medicare Part D plans are established by contract, although the rates differ depending on a combination of factors, some of which are outside our control.', 'Our revenue on Medicare Advantage plans, Individual and Family Plans (IFP) and Medicare Part D plans is based on rates and bids submitted midyear in the year before the contract year.']"
94,9,94_financial statements_make estimates_requires management_statements,"['financial statements', 'make estimates', 'requires management', 'statements', 'accounting principles', 'reported', 'statements accompanying', 'accompanying notes', 'principles', 'estimates assumptions']","['The preparation of financial statements in conformity with generally accepted accounting principles in the United States requires our management to make estimates and assumptions that affect the amounts reported and disclosed in our consolidated financial statements and accompanying notes.', 'The preparation of financial statements in conformity with US. generally accepted accounting principles (GAAP) requires management to make estimates and assumptions that affect the amounts reported in our consolidated financial statements and accompanying notes appearing elsewhere herein.', 'The preparation of financial statements in conformity with generally accepted accounting principles in the United States (US. GAAP) requires our management to make estimates and assumptions that affect the amounts reported and disclosed in our consolidated financial statements and accompanying notes.']"
95,9,95_services related_high risk_risks_business risks,"['services related', 'high risk', 'risks', 'business risks', 'safety', 'environmental', 'provide products', 'reviews', 'hazardous', 'inherent']","['Linde evaluates the direct and indirect business risks, consults with vendors, insurance providers and industry experts, makes investments in suitably resilient design and technology, and conducts regular reviews of the business risks with management.', 'We have safety and loss prevention programs which provide for pre-construction reviews of process changes and new operations, along with safety audits of operations involving explosive materials, to attempt to mitigate such incidents, as well as insurance coverage.', 'We provide products and services related to hazardous and high risk operations, which subjects us to various environmental, regulatory, financial, reputational and other risks.']"
96,8,96_counterfeit_versions products_versions_continue discover,"['counterfeit', 'versions products', 'versions', 'continue discover', 'past continue', 'damage brand', 'discover', 'past', 'damage', 'products']","['Our operating results may be adversely affected and damage to our reputation may occur due to production and sale of counterfeit versions of our products.', 'The production of counterfeit versions of our products may reduce our sales levels and damage our brand.', 'We have in the past and continue to discover counterfeit versions of our products.']"
97,8,97_open source_open_source software_use open,"['open source', 'open', 'source software', 'use open', 'source', 'software', 'incorporate open', 'services use', 'use', 'software services']","['We use open source software in our products and we expect to continue to incorporate open source software in our services in the future.', 'We use open source software in our services.', 'We use open source software in certain of our products, and may use more open source software in the future.']"
98,8,98_outage_july_april 2020_error,"['outage', 'july', 'april 2020', 'error', 'facility', 'april', 'included products', 'result error', 'customers lost', 'certain features']","['For example, in April 2020, our core co-location facility in the US. Pacific Northwest experienced an outage of approximately 4-1/2 hours as a result of an error that occurred during planned maintenance activities at that facility and, during the outage, our customers lost access to certain features included in our products.', 'In April 2020, our core co-location facility in the US. Pacific Northwest experienced an outage of approximately 4-1/2 hours as a result of an error that occurred during planned maintenance activities at that facility and, during the outage, our customers lost access to certain features included in our products.', 'In April 2020, our core co-location facility in the US. Pacific Northwest experienced an outage of approximately 4-1/2 hours as a result of an error that occurred during planned maintenance activities at that facility and, during the outage, our customers lost access to certain features included in our products.']"
